sample_id,true_class,prediction,confidence,true_class_probability,correct
PyQrAYl1bFs$_$3,2,2,0.6532568335533142,0.6532568335533142,True
PyQrAYl1bFs$_$4,2,2,0.4511929750442505,0.4511929750442505,True
Q4WzApjaCNI$_$0,2,2,0.5304493308067322,0.5304493308067322,True
Q7S0tX4FUNA$_$4,2,2,0.6190823912620544,0.6190823912620544,True
Q7S0tX4FUNA$_$7,2,2,0.6188157796859741,0.6188157796859741,True
Q7S0tX4FUNA$_$8,0,2,0.6545429825782776,0.16548402607440948,False
Qa6Yz62V-Yc$_$0,2,2,0.7103877663612366,0.7103877663612366,True
QjcQx8_PQfw$_$10,2,2,0.7737787365913391,0.7737787365913391,True
QjcQx8_PQfw$_$7,0,2,0.4615717828273773,0.2783539593219757,False
QpchvHpGFc8$_$3,2,0,0.5770361423492432,0.19098787009716034,False
RArhIHk4Qs4$_$13,2,1,0.505168080329895,0.2253609448671341,False
RArhIHk4Qs4$_$17,1,0,0.663637638092041,0.1949721723794937,False
RArhIHk4Qs4$_$16,2,1,0.5119467377662659,0.318840354681015,False
RArhIHk4Qs4$_$19,2,1,0.6604806780815125,0.21504013240337372,False
RArhIHk4Qs4$_$1,1,2,0.4510396420955658,0.38258132338523865,False
RArhIHk4Qs4$_$2,2,2,0.5410519242286682,0.5410519242286682,True
RArhIHk4Qs4$_$7,2,1,0.46382030844688416,0.4445286691188812,False
RArhIHk4Qs4$_$6,2,0,0.4026254117488861,0.32956141233444214,False
RArhIHk4Qs4$_$8,1,0,0.44167473912239075,0.3608572483062744,False
RArhIHk4Qs4$_$21,1,2,0.6696054339408875,0.26956120133399963,False
ROcTx5VEn7o$_$11,1,2,0.5488889813423157,0.3175898492336273,False
ROcTx5VEn7o$_$1,2,2,0.466607004404068,0.466607004404068,True
ROcTx5VEn7o$_$5,0,1,0.5375168919563293,0.26672086119651794,False
ROcTx5VEn7o$_$9,1,2,0.4699751138687134,0.42226219177246094,False
RrGpzInAwCg$_$0,2,2,0.6809235215187073,0.6809235215187073,True
RzOFxDk26p0$_$1,2,2,0.8817513585090637,0.8817513585090637,True
RzOFxDk26p0$_$0,2,2,0.6660400032997131,0.6660400032997131,True
SHa756SwGJQ$_$0,2,1,0.4746039807796478,0.4441070854663849,False
SHa756SwGJQ$_$2,1,2,0.5435319542884827,0.25595036149024963,False
SHa756SwGJQ$_$4,0,2,0.4837910234928131,0.15574371814727783,False
SHa756SwGJQ$_$7,2,0,0.5180131793022156,0.1505245715379715,False
SHa756SwGJQ$_$6,1,1,0.45534107089042664,0.45534107089042664,True
TH32jop4FiI$_$15,2,1,0.4963076114654541,0.20178787410259247,False
TH32jop4FiI$_$17,2,2,0.6275649070739746,0.6275649070739746,True
TWszOxkOV0w$_$1,0,2,0.6323487758636475,0.1981346756219864,False
TXCXFYIc3Yo$_$16,2,2,0.48531708121299744,0.48531708121299744,True
TXCXFYIc3Yo$_$2,2,2,0.5522446036338806,0.5522446036338806,True
TXCXFYIc3Yo$_$7,2,0,0.5993910431861877,0.28185200691223145,False
TXCXFYIc3Yo$_$6,2,0,0.7005259990692139,0.0696730688214302,False
TYJzg5IJN8o$_$11,0,2,0.4899052679538727,0.20242150127887726,False
TYJzg5IJN8o$_$10,0,2,0.4675142765045166,0.11922263354063034,False
TYJzg5IJN8o$_$14,2,2,0.7662361264228821,0.7662361264228821,True
TYJzg5IJN8o$_$0,2,2,0.8554601073265076,0.8554601073265076,True
TYJzg5IJN8o$_$4,2,2,0.7729142308235168,0.7729142308235168,True
TYJzg5IJN8o$_$7,1,2,0.4851404130458832,0.2575259804725647,False
Uc_6d-fkZEc$_$3,1,2,0.8829550743103027,0.08650875836610794,False
UlTJmndbGHM$_$1,2,2,0.8527324795722961,0.8527324795722961,True
UlTJmndbGHM$_$4,0,0,0.4410170614719391,0.4410170614719391,True
VbV9S4svrTg$_$13,1,2,0.7867085337638855,0.15579821169376373,False
VbV9S4svrTg$_$3,2,2,0.44325247406959534,0.44325247406959534,True
VbV9S4svrTg$_$7,2,2,0.8426632881164551,0.8426632881164551,True
VbV9S4svrTg$_$8,2,2,0.6521966457366943,0.6521966457366943,True
VinxKpWioTo$_$1,2,2,0.8815889358520508,0.8815889358520508,True
VinxKpWioTo$_$0,1,2,0.6478260159492493,0.3300008475780487,False
VinxKpWioTo$_$3,2,2,0.7031763195991516,0.7031763195991516,True
VinxKpWioTo$_$5,2,2,0.8672571778297424,0.8672571778297424,True
ViyQVpGW05w$_$1,2,2,0.7969472408294678,0.7969472408294678,True
ViyQVpGW05w$_$4,1,2,0.5357288718223572,0.3029780387878418,False
ViyQVpGW05w$_$6,0,2,0.47633394598960876,0.12730644643306732,False
Vuay0mVKkik$_$3,0,2,0.6183504462242126,0.16287602484226227,False
WmQF5RmbsVQ$_$6,1,2,0.7155794501304626,0.19791118800640106,False
Wrcf2xtqbkQ$_$9,1,1,0.4965188503265381,0.4965188503265381,True
Wrcf2xtqbkQ$_$8,0,2,0.4432810842990875,0.24821139872074127,False
WxajvjGKz7Y$_$0,2,1,0.5063887238502502,0.44471850991249084,False
WxajvjGKz7Y$_$3,1,1,0.4305458068847656,0.4305458068847656,True
WxajvjGKz7Y$_$6,1,2,0.5553512573242188,0.2802888751029968,False
XIGpuL-Kkyk$_$12,2,2,0.45813098549842834,0.45813098549842834,True
XIGpuL-Kkyk$_$0,1,2,0.5906020998954773,0.34398889541625977,False
XIGpuL-Kkyk$_$4,2,2,0.8935953974723816,0.8935953974723816,True
XIGpuL-Kkyk$_$7,1,2,0.6631830334663391,0.26712867617607117,False
XaVYxIW0FDg$_$2,2,2,0.549782931804657,0.549782931804657,True
XyP8bVmGX6M$_$4,2,2,0.8715035319328308,0.8715035319328308,True
XzVapdEr_GY$_$3,2,2,0.7198511958122253,0.7198511958122253,True
XzVapdEr_GY$_$4,2,2,0.8819136619567871,0.8819136619567871,True
Y7h-S3cJ52o$_$0,1,1,0.5447691082954407,0.5447691082954407,True
Y7qkyMyanjU$_$2,1,1,0.5912882685661316,0.5912882685661316,True
Y7qkyMyanjU$_$4,2,2,0.6097080111503601,0.6097080111503601,True
YbuG8xyUO-o$_$3,1,1,0.5072895288467407,0.5072895288467407,True
YbuG8xyUO-o$_$2,2,2,0.581559956073761,0.581559956073761,True
Z7L3V5bwzI0$_$2,2,2,0.7548503875732422,0.7548503875732422,True
ZaoFHcbRM9g$_$3,2,0,0.5316199064254761,0.37411555647850037,False
ZaoFHcbRM9g$_$2,1,0,0.4386928975582123,0.401166170835495,False
ZaoFHcbRM9g$_$5,2,2,0.45335331559181213,0.45335331559181213,True
ZaoFHcbRM9g$_$9,0,2,0.4506702423095703,0.2762751877307892,False
ZaoFHcbRM9g$_$8,0,0,0.766900360584259,0.766900360584259,True
Zvisaa77Cng$_$1,0,2,0.5745127201080322,0.20147691667079926,False
Zvisaa77Cng$_$5,2,0,0.6090170741081238,0.28460583090782166,False
_7HVhnSYX1Y$_$26,1,2,0.748962938785553,0.2227776050567627,False
_7HVhnSYX1Y$_$12,1,2,0.7346796989440918,0.23475097119808197,False
_7HVhnSYX1Y$_$14,2,1,0.46715569496154785,0.46434804797172546,False
_7HVhnSYX1Y$_$19,2,2,0.4288947880268097,0.4288947880268097,True
_7HVhnSYX1Y$_$31,2,2,0.7768523693084717,0.7768523693084717,True
_7HVhnSYX1Y$_$3,2,2,0.5734723210334778,0.5734723210334778,True
_BvNNdEkhZA$_$14,0,2,0.5887212157249451,0.2588287889957428,False
_BvNNdEkhZA$_$19,2,2,0.5994177460670471,0.5994177460670471,True
_BvNNdEkhZA$_$7,2,2,0.6087480187416077,0.6087480187416077,True
_BvNNdEkhZA$_$6,1,2,0.5604801774024963,0.18993954360485077,False
_BvNNdEkhZA$_$9,2,2,0.5272538065910339,0.5272538065910339,True
_aZDaIfGfPo$_$1,2,2,0.5991175770759583,0.5991175770759583,True
_aZDaIfGfPo$_$0,2,2,0.8137879371643066,0.8137879371643066,True
_gr7o5ynhnw$_$13,2,2,0.7348718643188477,0.7348718643188477,True
_gr7o5ynhnw$_$12,2,2,0.6758143305778503,0.6758143305778503,True
_gr7o5ynhnw$_$15,2,2,0.8139953017234802,0.8139953017234802,True
_gzYkdjNvPc$_$12,2,2,0.4986071288585663,0.4986071288585663,True
_gzYkdjNvPc$_$17,0,0,0.7641414999961853,0.7641414999961853,True
_gzYkdjNvPc$_$1,0,2,0.46006807684898376,0.12174820154905319,False
_gzYkdjNvPc$_$3,1,1,0.5949001312255859,0.5949001312255859,True
_gzYkdjNvPc$_$2,0,0,0.47054317593574524,0.47054317593574524,True
_gzYkdjNvPc$_$5,2,1,0.5006828904151917,0.3584441840648651,False
_gzYkdjNvPc$_$4,1,2,0.48843488097190857,0.35610249638557434,False
_gzYkdjNvPc$_$6,0,0,0.45757856965065,0.45757856965065,True
_gzYkdjNvPc$_$9,2,1,0.47449585795402527,0.25612708926200867,False
a-WihYDk6vc$_$8,2,2,0.7801817059516907,0.7801817059516907,True
a-WihYDk6vc$_$0,2,2,0.7335214614868164,0.7335214614868164,True
aFhc2ddipoM$_$14,2,2,0.6726091504096985,0.6726091504096985,True
aK5tRCXjUvU$_$0,2,2,0.8659395575523376,0.8659395575523376,True
b-FX9NOVQOM$_$1,0,2,0.4124588966369629,0.2362433224916458,False
b-FX9NOVQOM$_$4,0,0,0.3902888000011444,0.3902888000011444,True
b1LEcg6z66g$_$0,0,2,0.7103886604309082,0.11096929758787155,False
b1LEcg6z66g$_$4,2,2,0.6571455001831055,0.6571455001831055,True
b1LEcg6z66g$_$8,0,2,0.4032902419567108,0.26592889428138733,False
bAkUEnPoucg$_$3,2,2,0.6921067833900452,0.6921067833900452,True
bNQkb4K5DX0$_$3,2,1,0.48403486609458923,0.25207415223121643,False
bNQkb4K5DX0$_$7,2,2,0.8479607701301575,0.8479607701301575,True
bWunvAd96zI$_$1,0,2,0.47710123658180237,0.1984795331954956,False
bWunvAd96zI$_$2,2,0,0.420625239610672,0.2498205453157425,False
bWunvAd96zI$_$5,1,1,0.35408201813697815,0.35408201813697815,True
bWunvAd96zI$_$4,1,2,0.6802363395690918,0.1776864379644394,False
bj9e8w4vNxo$_$12,1,2,0.414160817861557,0.18197576701641083,False
bpvYdXVlgvc$_$1,1,2,0.4179607331752777,0.396172434091568,False
bpvYdXVlgvc$_$3,0,0,0.35121282935142517,0.35121282935142517,True
bpvYdXVlgvc$_$4,0,0,0.7046467661857605,0.7046467661857605,True
bpvYdXVlgvc$_$6,0,0,0.6582542061805725,0.6582542061805725,True
c1a1y9ytHH0$_$0,2,2,0.4795529842376709,0.4795529842376709,True
c1a1y9ytHH0$_$3,1,1,0.49981629848480225,0.49981629848480225,True
c1a1y9ytHH0$_$7,1,2,0.6891028881072998,0.24900108575820923,False
c5cB7AfVgcE$_$12,2,2,0.5597773194313049,0.5597773194313049,True
c5cB7AfVgcE$_$5,0,0,0.37917590141296387,0.37917590141296387,True
d8BR6hsvzoY$_$1,2,2,0.39642032980918884,0.39642032980918884,True
d8BR6hsvzoY$_$0,1,1,0.4707232415676117,0.4707232415676117,True
d8BR6hsvzoY$_$2,1,1,0.46997007727622986,0.46997007727622986,True
d8BR6hsvzoY$_$5,1,2,0.4503321647644043,0.38124215602874756,False
d8BR6hsvzoY$_$6,2,1,0.5236313939094543,0.3451106548309326,False
d8BR6hsvzoY$_$9,1,2,0.47418197989463806,0.36865708231925964,False
d8BR6hsvzoY$_$8,2,0,0.4319678843021393,0.29383453726768494,False
dBWvtPeHpWM$_$4,2,2,0.6235639452934265,0.6235639452934265,True
dEDbm2ubVRQ$_$0,0,2,0.4979449212551117,0.13473446667194366,False
dEDbm2ubVRQ$_$3,2,2,0.6434628963470459,0.6434628963470459,True
dEDbm2ubVRQ$_$8,2,2,0.678584635257721,0.678584635257721,True
dt641WxonBI$_$1,2,2,0.6877759099006653,0.6877759099006653,True
dt641WxonBI$_$3,2,2,0.5160861611366272,0.5160861611366272,True
eOiC1kb17P4$_$0,2,2,0.4628628194332123,0.4628628194332123,True
erNDEjQeox8$_$12,2,2,0.47692158818244934,0.47692158818244934,True
ewBrNsyY82Q$_$4,1,2,0.552428662776947,0.34104427695274353,False
fWOIAxzBQFY$_$12,1,2,0.8190250396728516,0.14344032108783722,False
fWOIAxzBQFY$_$5,2,2,0.7603687644004822,0.7603687644004822,True
fWOIAxzBQFY$_$7,1,2,0.7125255465507507,0.24105477333068848,False
f_ZJ7L14oYQ$_$11,2,2,0.5792355537414551,0.5792355537414551,True
f_ZJ7L14oYQ$_$27,2,0,0.828541100025177,0.0830177441239357,False
f_ZJ7L14oYQ$_$21,2,0,0.7876164317131042,0.13691376149654388,False
f_ZJ7L14oYQ$_$17,0,2,0.38721323013305664,0.33139219880104065,False
f_ZJ7L14oYQ$_$9,1,0,0.4170520603656769,0.17896926403045654,False
f_ZJ7L14oYQ$_$8,2,2,0.45209524035453796,0.45209524035453796,True
ffrJ91swyq0$_$1,2,2,0.6700303554534912,0.6700303554534912,True
g8Cl74tS3oY$_$2,0,0,0.7073507308959961,0.7073507308959961,True
g8Cl74tS3oY$_$6,2,2,0.6706488728523254,0.6706488728523254,True
gR4gM_WXesQ$_$10,2,2,0.46247339248657227,0.46247339248657227,True
gR4gM_WXesQ$_$26,1,2,0.39106616377830505,0.34640607237815857,False
gR4gM_WXesQ$_$20,0,0,0.4618285000324249,0.4618285000324249,True
gR4gM_WXesQ$_$24,0,1,0.6075409054756165,0.15775229036808014,False
gR4gM_WXesQ$_$18,2,0,0.6075746417045593,0.20742268860340118,False
gR4gM_WXesQ$_$3,2,1,0.3876294195652008,0.3578323423862457,False
gR4gM_WXesQ$_$4,2,2,0.7759737968444824,0.7759737968444824,True
gR4gM_WXesQ$_$8,2,2,0.5174874067306519,0.5174874067306519,True
gVqs4TzqySw$_$1,2,2,0.5656811594963074,0.5656811594963074,True
gVqs4TzqySw$_$3,1,2,0.5271579623222351,0.36461004614830017,False
gVqs4TzqySw$_$2,1,2,0.5647116303443909,0.2480131834745407,False
gVqs4TzqySw$_$4,1,1,0.4444211423397064,0.4444211423397064,True
goMtnNHQ_z4$_$1,1,2,0.6525894999504089,0.16496355831623077,False
goMtnNHQ_z4$_$2,2,2,0.8997136950492859,0.8997136950492859,True
goMtnNHQ_z4$_$13,2,2,0.832320511341095,0.832320511341095,True
goMtnNHQ_z4$_$12,0,2,0.7529144883155823,0.0450119823217392,False
hqzF4IDaIYE$_$0,0,2,0.4657740592956543,0.3769397735595703,False
hqzF4IDaIYE$_$3,2,2,0.5683206915855408,0.5683206915855408,True
hqzF4IDaIYE$_$2,2,2,0.6542396545410156,0.6542396545410156,True
hqzF4IDaIYE$_$4,2,2,0.4490462839603424,0.4490462839603424,True
hqzF4IDaIYE$_$6,0,2,0.570609986782074,0.286676287651062,False
hvfaYsv7p8E$_$0,0,0,0.5216196179389954,0.5216196179389954,True
iUXqlrui25c$_$10,0,2,0.5722035765647888,0.13761550188064575,False
iUXqlrui25c$_$21,0,1,0.43422022461891174,0.18102853000164032,False
iUXqlrui25c$_$23,1,1,0.43719860911369324,0.43719860911369324,True
icbUzboLcDQ$_$0,0,2,0.7664243578910828,0.06709316372871399,False
ioupaiAuRr0$_$5,1,1,0.45570218563079834,0.45570218563079834,True
ioupaiAuRr0$_$4,1,0,0.338283896446228,0.33544865250587463,False
jICmfLeFymA$_$16,2,2,0.9066118597984314,0.9066118597984314,True
jPrEKz1rAno$_$11,2,2,0.5565128922462463,0.5565128922462463,True
jPrEKz1rAno$_$7,1,2,0.4604320526123047,0.31523457169532776,False
jPrEKz1rAno$_$6,2,1,0.45206621289253235,0.34499821066856384,False
k5ZOshC2LP4$_$1,0,2,0.5849053263664246,0.3120482861995697,False
kbGhEJ4W44o$_$0,2,2,0.6583523154258728,0.6583523154258728,True
kfsO4c0Ekes$_$7,2,2,0.7812827229499817,0.7812827229499817,True
kvUb78Rdzdc$_$3,2,2,0.6717179417610168,0.6717179417610168,True
lO87-4Kf0cQ$_$2,1,2,0.48409131169319153,0.3938641846179962,False
lO87-4Kf0cQ$_$5,2,2,0.4450429379940033,0.4450429379940033,True
lWf5hHRHIDs$_$11,2,2,0.7764921188354492,0.7764921188354492,True
lawHYX5eB20$_$1,0,1,0.435393363237381,0.28448957204818726,False
lawHYX5eB20$_$2,2,2,0.7007918953895569,0.7007918953895569,True
mHGaQ_nv9UY$_$13,2,1,0.4927635192871094,0.21177367866039276,False
mHGaQ_nv9UY$_$14,0,1,0.49318793416023254,0.17713786661624908,False
mHGaQ_nv9UY$_$17,1,2,0.48564401268959045,0.4248812198638916,False
mHGaQ_nv9UY$_$22,0,0,0.811420202255249,0.811420202255249,True
mHGaQ_nv9UY$_$5,1,2,0.5559320449829102,0.2348894625902176,False
mHGaQ_nv9UY$_$4,0,2,0.4714438021183014,0.15718607604503632,False
mLW-jn67gRE$_$20,2,2,0.7966363430023193,0.7966363430023193,True
mLW-jn67gRE$_$17,2,2,0.8231043815612793,0.8231043815612793,True
mLW-jn67gRE$_$1,0,0,0.3674403429031372,0.3674403429031372,True
mLW-jn67gRE$_$3,1,1,0.5832977890968323,0.5832977890968323,True
mLW-jn67gRE$_$5,1,2,0.7274625301361084,0.1709461212158203,False
mLW-jn67gRE$_$6,0,0,0.36045321822166443,0.36045321822166443,True
mLW-jn67gRE$_$9,1,2,0.4766194820404053,0.35618528723716736,False
mjpCK2Edsv8$_$0,2,2,0.7158271670341492,0.7158271670341492,True
nUZYqTRSGDw$_$4,0,2,0.6009893417358398,0.17174232006072998,False
nyzIL6YAonY$_$5,2,2,0.7039356827735901,0.7039356827735901,True
nyzIL6YAonY$_$6,2,2,0.818394124507904,0.818394124507904,True
ooAF6I-fmTg$_$3,1,0,0.7849612832069397,0.1354130208492279,False
ooAF6I-fmTg$_$5,0,1,0.4624629020690918,0.2521878778934479,False
ooAF6I-fmTg$_$7,0,0,0.6403447985649109,0.6403447985649109,True
pOrk7fl1AYo$_$1,1,1,0.39729857444763184,0.39729857444763184,True
pOrk7fl1AYo$_$3,2,2,0.6000786423683167,0.6000786423683167,True
pOrk7fl1AYo$_$2,1,0,0.4756273329257965,0.3760732114315033,False
pOrk7fl1AYo$_$4,0,1,0.454474538564682,0.21130876243114471,False
q9yDL81QppI$_$1,2,2,0.5800390839576721,0.5800390839576721,True
q9yDL81QppI$_$0,0,2,0.5616735816001892,0.06914355605840683,False
q9yDL81QppI$_$2,1,2,0.5853139758110046,0.36019614338874817,False
qK77ZmbqmOM$_$9,0,2,0.3705512285232544,0.2960224747657776,False
qK77ZmbqmOM$_$0,0,2,0.4667416512966156,0.15588407218456268,False
qY1sXq-YCHs$_$8,0,2,0.38809385895729065,0.34275826811790466,False
qmMSumMloAs$_$1,2,2,0.46675825119018555,0.46675825119018555,True
qmMSumMloAs$_$3,2,2,0.788504421710968,0.788504421710968,True
qmMSumMloAs$_$2,2,0,0.438436359167099,0.43682193756103516,False
r13W4H8ZhqI$_$12,2,2,0.6625487208366394,0.6625487208366394,True
r13W4H8ZhqI$_$1,1,2,0.43232420086860657,0.2015407681465149,False
r13W4H8ZhqI$_$5,2,2,0.4027073085308075,0.4027073085308075,True
r13W4H8ZhqI$_$8,2,2,0.5241134762763977,0.5241134762763977,True
r5ijC2W9ddk$_$8,2,2,0.7183851599693298,0.7183851599693298,True
r5ijC2W9ddk$_$0,1,1,0.5303071141242981,0.5303071141242981,True
r9tgDqXEcuc$_$4,2,2,0.46473583579063416,0.46473583579063416,True
rf0yDSeVEUA$_$1,2,2,0.8699976801872253,0.8699976801872253,True
rf0yDSeVEUA$_$0,2,2,0.9086239337921143,0.9086239337921143,True
rf0yDSeVEUA$_$3,2,2,0.787133514881134,0.787133514881134,True
rojyUp4FPSg$_$26,2,2,0.7832605242729187,0.7832605242729187,True
rojyUp4FPSg$_$20,2,2,0.47309303283691406,0.47309303283691406,True
rojyUp4FPSg$_$21,2,2,0.8557868599891663,0.8557868599891663,True
rojyUp4FPSg$_$23,2,2,0.6703401207923889,0.6703401207923889,True
rojyUp4FPSg$_$5,2,2,0.7168252468109131,0.7168252468109131,True
rojyUp4FPSg$_$7,2,2,0.7378380298614502,0.7378380298614502,True
rojyUp4FPSg$_$9,2,2,0.6098491549491882,0.6098491549491882,True
rojyUp4FPSg$_$10,2,2,0.8191927075386047,0.8191927075386047,True
rojyUp4FPSg$_$12,2,2,0.6635150909423828,0.6635150909423828,True
rojyUp4FPSg$_$16,2,0,0.5527488589286804,0.3072170615196228,False
rojyUp4FPSg$_$18,2,2,0.7729727625846863,0.7729727625846863,True
rojyUp4FPSg$_$37,2,2,0.7624318599700928,0.7624318599700928,True
rojyUp4FPSg$_$36,2,2,0.7516582608222961,0.7516582608222961,True
rojyUp4FPSg$_$34,2,2,0.737729549407959,0.737729549407959,True
rojyUp4FPSg$_$32,2,2,0.7861049175262451,0.7861049175262451,True
rwNlqh0k1j4$_$15,0,2,0.6583806276321411,0.17824406921863556,False
rwNlqh0k1j4$_$3,0,0,0.5897809863090515,0.5897809863090515,True
rwNlqh0k1j4$_$2,1,0,0.4193638265132904,0.2720619738101959,False
rwNlqh0k1j4$_$7,0,0,0.4908663034439087,0.4908663034439087,True
sC16n1k66io$_$2,2,0,0.44170284271240234,0.4378734529018402,False
sC16n1k66io$_$16,2,2,0.4551362097263336,0.4551362097263336,True
sPremsknoLM$_$1,0,1,0.5142527222633362,0.22556544840335846,False
ssqiwP19JhM$_$10,1,2,0.45441460609436035,0.31816190481185913,False
ssqiwP19JhM$_$2,2,2,0.7424928545951843,0.7424928545951843,True
szic2IB9HB4$_$5,2,0,0.3689800202846527,0.3622002601623535,False
tQ-CIfgj-Js$_$3,1,2,0.3952903747558594,0.2689080238342285,False
tXQpm-nKxNA$_$5,2,2,0.9066777229309082,0.9066777229309082,True
tXQpm-nKxNA$_$7,2,2,0.8865898251533508,0.8865898251533508,True
uacdDoBtT1k$_$0,0,0,0.6442674994468689,0.6442674994468689,True
uacdDoBtT1k$_$6,0,0,0.5253921151161194,0.5253921151161194,True
unNY4zIk8MM$_$1,2,2,0.8723654747009277,0.8723654747009277,True
unNY4zIk8MM$_$3,2,2,0.5265031456947327,0.5265031456947327,True
unNY4zIk8MM$_$5,2,2,0.8072189688682556,0.8072189688682556,True
unNY4zIk8MM$_$8,1,2,0.4551650583744049,0.3177332580089569,False
uooIiW6dEyg$_$1,0,2,0.5663672089576721,0.24528874456882477,False
uooIiW6dEyg$_$5,1,2,0.6789328455924988,0.2251640409231186,False
v2Rr-EsJda8$_$0,0,1,0.5710152983665466,0.14482001960277557,False
v2Rr-EsJda8$_$6,2,2,0.4872868061065674,0.4872868061065674,True
v9gjg7TDlTA$_$0,2,0,0.38343319296836853,0.2883853614330292,False
v9gjg7TDlTA$_$4,0,0,0.7802777886390686,0.7802777886390686,True
vHzbn_YW76s$_$3,0,0,0.49449753761291504,0.49449753761291504,True
vU0a4F36Ksw$_$13,2,2,0.8751454949378967,0.8751454949378967,True
vU0a4F36Ksw$_$12,2,2,0.8916285634040833,0.8916285634040833,True
vU0a4F36Ksw$_$17,2,2,0.5855754017829895,0.5855754017829895,True
vU0a4F36Ksw$_$0,2,2,0.8082988858222961,0.8082988858222961,True
vU0a4F36Ksw$_$3,2,2,0.7742259502410889,0.7742259502410889,True
vU0a4F36Ksw$_$5,2,2,0.7392532229423523,0.7392532229423523,True
vU0a4F36Ksw$_$7,2,2,0.4561586081981659,0.4561586081981659,True
vU0a4F36Ksw$_$20,2,1,0.45100831985473633,0.44276925921440125,False
vbr3EA8cJTI$_$0,2,2,0.9115331172943115,0.9115331172943115,True
vbr3EA8cJTI$_$2,2,2,0.7966122627258301,0.7966122627258301,True
vbr3EA8cJTI$_$7,1,2,0.6483529210090637,0.15829046070575714,False
vbr3EA8cJTI$_$6,2,2,0.9065764546394348,0.9065764546394348,True
wF8980oGklk$_$24,2,2,0.42522844672203064,0.42522844672203064,True
wF8980oGklk$_$25,2,2,0.5595358610153198,0.5595358610153198,True
wF8980oGklk$_$1,1,2,0.8350806832313538,0.09792876243591309,False
wF8980oGklk$_$0,1,2,0.6217814087867737,0.33380651473999023,False
wF8980oGklk$_$3,0,2,0.5613159537315369,0.24389435350894928,False
wF8980oGklk$_$2,0,0,0.6788617968559265,0.6788617968559265,True
wF8980oGklk$_$6,1,2,0.49039021134376526,0.2238023281097412,False
wF8980oGklk$_$17,2,2,0.6944671273231506,0.6944671273231506,True
wosolsrH3sM$_$6,2,0,0.5311154723167419,0.3552287518978119,False
x-zGBp7axao$_$3,2,2,0.5804049968719482,0.5804049968719482,True
x2lOwQaAn4g$_$4,1,2,0.8847963809967041,0.08689987659454346,False
xUgAP84vsg4$_$15,2,2,0.8551892638206482,0.8551892638206482,True
xUgAP84vsg4$_$4,2,2,0.8888121247291565,0.8888121247291565,True
xUgAP84vsg4$_$8,2,2,0.6916903853416443,0.6916903853416443,True
xivYoEUQ5sk$_$5,2,2,0.6590697169303894,0.6590697169303894,True
xivYoEUQ5sk$_$4,2,2,0.7508352398872375,0.7508352398872375,True
xjsaS-LeZ14$_$20,2,2,0.6166532039642334,0.6166532039642334,True
xjsaS-LeZ14$_$14,2,2,0.6785721182823181,0.6785721182823181,True
xjsaS-LeZ14$_$6,2,2,0.5796764492988586,0.5796764492988586,True
y8HXGm1-Ecw$_$7,0,2,0.545042097568512,0.2141450196504593,False
y9FyTEyGy5Y$_$1,2,2,0.7773208618164062,0.7773208618164062,True
zhE_68GMJIk$_$8,1,2,0.48732635378837585,0.15218989551067352,False
zhE_68GMJIk$_$5,2,0,0.5625192523002625,0.23386473953723907,False
zjYEBwXGD8I$_$13,0,2,0.4238069951534271,0.37972310185432434,False
zjYEBwXGD8I$_$15,2,1,0.4553717374801636,0.2335776835680008,False
zjYEBwXGD8I$_$0,1,2,0.7498409748077393,0.20392431318759918,False
zjYEBwXGD8I$_$2,2,2,0.5968018174171448,0.5968018174171448,True
zjYEBwXGD8I$_$4,1,1,0.47245684266090393,0.47245684266090393,True
zjYEBwXGD8I$_$9,2,2,0.6439889073371887,0.6439889073371887,True
zk2jTlAtvSU$_$3,1,2,0.4784775674343109,0.3205740749835968,False
