sample_id,display_row,position,modality,state
Arh2TKRi_mg$_$16,45,17,text,2
Arh2TKRi_mg$_$16,45,18,text,2
Arh2TKRi_mg$_$16,45,19,text,2
Arh2TKRi_mg$_$16,45,20,text,2
Arh2TKRi_mg$_$16,45,21,text,2
Arh2TKRi_mg$_$16,45,22,text,2
Arh2TKRi_mg$_$16,45,23,text,2
Arh2TKRi_mg$_$16,45,24,text,2
Arh2TKRi_mg$_$16,45,25,text,2
Arh2TKRi_mg$_$16,45,26,text,2
Arh2TKRi_mg$_$16,45,27,text,2
Arh2TKRi_mg$_$16,45,28,text,2
Arh2TKRi_mg$_$16,45,29,text,2
Arh2TKRi_mg$_$16,45,30,text,2
Arh2TKRi_mg$_$16,45,31,text,2
Arh2TKRi_mg$_$16,45,32,text,2
Arh2TKRi_mg$_$16,45,33,text,0
Arh2TKRi_mg$_$16,45,34,text,0
Arh2TKRi_mg$_$16,45,35,text,0
Arh2TKRi_mg$_$16,45,36,text,0
Arh2TKRi_mg$_$16,45,37,text,0
Arh2TKRi_mg$_$16,45,38,text,0
Arh2TKRi_mg$_$16,45,39,text,0
Arh2TKRi_mg$_$16,45,40,text,0
Arh2TKRi_mg$_$16,45,41,text,0
Arh2TKRi_mg$_$16,45,42,text,0
Arh2TKRi_mg$_$16,45,43,text,0
Arh2TKRi_mg$_$16,45,44,text,0
Arh2TKRi_mg$_$16,45,45,text,0
Arh2TKRi_mg$_$16,45,46,text,0
Arh2TKRi_mg$_$16,45,47,text,0
Arh2TKRi_mg$_$16,45,48,text,0
Arh2TKRi_mg$_$16,45,49,text,0
aFhc2ddipoM$_$14,46,0,text,0
aFhc2ddipoM$_$14,46,1,text,2
aFhc2ddipoM$_$14,46,2,text,2
aFhc2ddipoM$_$14,46,3,text,2
aFhc2ddipoM$_$14,46,4,text,2
aFhc2ddipoM$_$14,46,5,text,2
aFhc2ddipoM$_$14,46,6,text,2
aFhc2ddipoM$_$14,46,7,text,2
aFhc2ddipoM$_$14,46,8,text,2
aFhc2ddipoM$_$14,46,9,text,2
aFhc2ddipoM$_$14,46,10,text,2
aFhc2ddipoM$_$14,46,11,text,2
aFhc2ddipoM$_$14,46,12,text,2
aFhc2ddipoM$_$14,46,13,text,2
aFhc2ddipoM$_$14,46,14,text,2
aFhc2ddipoM$_$14,46,15,text,2
aFhc2ddipoM$_$14,46,16,text,2
aFhc2ddipoM$_$14,46,17,text,2
aFhc2ddipoM$_$14,46,18,text,2
aFhc2ddipoM$_$14,46,19,text,2
aFhc2ddipoM$_$14,46,20,text,2
aFhc2ddipoM$_$14,46,21,text,2
aFhc2ddipoM$_$14,46,22,text,2
aFhc2ddipoM$_$14,46,23,text,2
aFhc2ddipoM$_$14,46,24,text,2
aFhc2ddipoM$_$14,46,25,text,2
aFhc2ddipoM$_$14,46,26,text,2
aFhc2ddipoM$_$14,46,27,text,2
aFhc2ddipoM$_$14,46,28,text,2
aFhc2ddipoM$_$14,46,29,text,2
aFhc2ddipoM$_$14,46,30,text,2
aFhc2ddipoM$_$14,46,31,text,2
aFhc2ddipoM$_$14,46,32,text,2
aFhc2ddipoM$_$14,46,33,text,0
aFhc2ddipoM$_$14,46,34,text,0
aFhc2ddipoM$_$14,46,35,text,0
aFhc2ddipoM$_$14,46,36,text,0
aFhc2ddipoM$_$14,46,37,text,0
aFhc2ddipoM$_$14,46,38,text,0
aFhc2ddipoM$_$14,46,39,text,0
aFhc2ddipoM$_$14,46,40,text,0
aFhc2ddipoM$_$14,46,41,text,0
aFhc2ddipoM$_$14,46,42,text,0
aFhc2ddipoM$_$14,46,43,text,0
aFhc2ddipoM$_$14,46,44,text,0
aFhc2ddipoM$_$14,46,45,text,0
aFhc2ddipoM$_$14,46,46,text,0
aFhc2ddipoM$_$14,46,47,text,0
aFhc2ddipoM$_$14,46,48,text,0
aFhc2ddipoM$_$14,46,49,text,0
3MFNIag0wNE$_$14,47,0,text,0
3MFNIag0wNE$_$14,47,1,text,2
3MFNIag0wNE$_$14,47,2,text,2
3MFNIag0wNE$_$14,47,3,text,2
3MFNIag0wNE$_$14,47,4,text,2
3MFNIag0wNE$_$14,47,5,text,2
3MFNIag0wNE$_$14,47,6,text,2
3MFNIag0wNE$_$14,47,7,text,2
3MFNIag0wNE$_$14,47,8,text,2
3MFNIag0wNE$_$14,47,9,text,2
3MFNIag0wNE$_$14,47,10,text,2
3MFNIag0wNE$_$14,47,11,text,2
3MFNIag0wNE$_$14,47,12,text,2
3MFNIag0wNE$_$14,47,13,text,2
3MFNIag0wNE$_$14,47,14,text,2
3MFNIag0wNE$_$14,47,15,text,2
3MFNIag0wNE$_$14,47,16,text,2
3MFNIag0wNE$_$14,47,17,text,2
3MFNIag0wNE$_$14,47,18,text,2
3MFNIag0wNE$_$14,47,19,text,2
3MFNIag0wNE$_$14,47,20,text,2
3MFNIag0wNE$_$14,47,21,text,2
3MFNIag0wNE$_$14,47,22,text,2
3MFNIag0wNE$_$14,47,23,text,2
3MFNIag0wNE$_$14,47,24,text,2
3MFNIag0wNE$_$14,47,25,text,2
3MFNIag0wNE$_$14,47,26,text,2
3MFNIag0wNE$_$14,47,27,text,2
3MFNIag0wNE$_$14,47,28,text,2
3MFNIag0wNE$_$14,47,29,text,2
3MFNIag0wNE$_$14,47,30,text,2
3MFNIag0wNE$_$14,47,31,text,2
3MFNIag0wNE$_$14,47,32,text,2
3MFNIag0wNE$_$14,47,33,text,2
3MFNIag0wNE$_$14,47,34,text,0
3MFNIag0wNE$_$14,47,35,text,0
3MFNIag0wNE$_$14,47,36,text,0
3MFNIag0wNE$_$14,47,37,text,0
3MFNIag0wNE$_$14,47,38,text,0
3MFNIag0wNE$_$14,47,39,text,0
3MFNIag0wNE$_$14,47,40,text,0
3MFNIag0wNE$_$14,47,41,text,0
3MFNIag0wNE$_$14,47,42,text,0
3MFNIag0wNE$_$14,47,43,text,0
3MFNIag0wNE$_$14,47,44,text,0
3MFNIag0wNE$_$14,47,45,text,0
3MFNIag0wNE$_$14,47,46,text,0
3MFNIag0wNE$_$14,47,47,text,0
3MFNIag0wNE$_$14,47,48,text,0
3MFNIag0wNE$_$14,47,49,text,0
33170$_$3,48,0,text,0
33170$_$3,48,1,text,2
33170$_$3,48,2,text,2
33170$_$3,48,3,text,2
33170$_$3,48,4,text,2
33170$_$3,48,5,text,2
33170$_$3,48,6,text,2
33170$_$3,48,7,text,2
33170$_$3,48,8,text,2
33170$_$3,48,9,text,2
33170$_$3,48,10,text,2
33170$_$3,48,11,text,2
33170$_$3,48,12,text,2
33170$_$3,48,13,text,2
33170$_$3,48,14,text,2
33170$_$3,48,15,text,2
33170$_$3,48,16,text,2
33170$_$3,48,17,text,2
33170$_$3,48,18,text,2
33170$_$3,48,19,text,2
33170$_$3,48,20,text,2
33170$_$3,48,21,text,2
33170$_$3,48,22,text,2
33170$_$3,48,23,text,2
33170$_$3,48,24,text,2
33170$_$3,48,25,text,2
33170$_$3,48,26,text,2
33170$_$3,48,27,text,2
33170$_$3,48,28,text,2
33170$_$3,48,29,text,2
33170$_$3,48,30,text,2
33170$_$3,48,31,text,2
33170$_$3,48,32,text,2
33170$_$3,48,33,text,2
33170$_$3,48,34,text,2
33170$_$3,48,35,text,0
33170$_$3,48,36,text,0
33170$_$3,48,37,text,0
33170$_$3,48,38,text,0
33170$_$3,48,39,text,0
33170$_$3,48,40,text,0
33170$_$3,48,41,text,0
33170$_$3,48,42,text,0
33170$_$3,48,43,text,0
33170$_$3,48,44,text,0
33170$_$3,48,45,text,0
33170$_$3,48,46,text,0
33170$_$3,48,47,text,0
33170$_$3,48,48,text,0
33170$_$3,48,49,text,0
ROcTx5VEn7o$_$11,49,0,text,0
ROcTx5VEn7o$_$11,49,1,text,2
ROcTx5VEn7o$_$11,49,2,text,2
ROcTx5VEn7o$_$11,49,3,text,2
ROcTx5VEn7o$_$11,49,4,text,2
ROcTx5VEn7o$_$11,49,5,text,2
ROcTx5VEn7o$_$11,49,6,text,2
ROcTx5VEn7o$_$11,49,7,text,2
ROcTx5VEn7o$_$11,49,8,text,2
ROcTx5VEn7o$_$11,49,9,text,2
ROcTx5VEn7o$_$11,49,10,text,2
ROcTx5VEn7o$_$11,49,11,text,2
ROcTx5VEn7o$_$11,49,12,text,2
ROcTx5VEn7o$_$11,49,13,text,2
ROcTx5VEn7o$_$11,49,14,text,2
ROcTx5VEn7o$_$11,49,15,text,2
ROcTx5VEn7o$_$11,49,16,text,2
ROcTx5VEn7o$_$11,49,17,text,2
ROcTx5VEn7o$_$11,49,18,text,2
ROcTx5VEn7o$_$11,49,19,text,2
ROcTx5VEn7o$_$11,49,20,text,2
ROcTx5VEn7o$_$11,49,21,text,2
ROcTx5VEn7o$_$11,49,22,text,2
ROcTx5VEn7o$_$11,49,23,text,2
ROcTx5VEn7o$_$11,49,24,text,2
ROcTx5VEn7o$_$11,49,25,text,2
ROcTx5VEn7o$_$11,49,26,text,2
ROcTx5VEn7o$_$11,49,27,text,2
ROcTx5VEn7o$_$11,49,28,text,2
ROcTx5VEn7o$_$11,49,29,text,2
ROcTx5VEn7o$_$11,49,30,text,2
ROcTx5VEn7o$_$11,49,31,text,2
ROcTx5VEn7o$_$11,49,32,text,2
ROcTx5VEn7o$_$11,49,33,text,2
ROcTx5VEn7o$_$11,49,34,text,2
ROcTx5VEn7o$_$11,49,35,text,2
ROcTx5VEn7o$_$11,49,36,text,0
ROcTx5VEn7o$_$11,49,37,text,0
ROcTx5VEn7o$_$11,49,38,text,0
ROcTx5VEn7o$_$11,49,39,text,0
ROcTx5VEn7o$_$11,49,40,text,0
ROcTx5VEn7o$_$11,49,41,text,0
ROcTx5VEn7o$_$11,49,42,text,0
ROcTx5VEn7o$_$11,49,43,text,0
ROcTx5VEn7o$_$11,49,44,text,0
ROcTx5VEn7o$_$11,49,45,text,0
ROcTx5VEn7o$_$11,49,46,text,0
ROcTx5VEn7o$_$11,49,47,text,0
ROcTx5VEn7o$_$11,49,48,text,0
ROcTx5VEn7o$_$11,49,49,text,0
6KvG5VbLalY$_$9,50,0,text,0
6KvG5VbLalY$_$9,50,1,text,2
6KvG5VbLalY$_$9,50,2,text,2
6KvG5VbLalY$_$9,50,3,text,2
6KvG5VbLalY$_$9,50,4,text,2
6KvG5VbLalY$_$9,50,5,text,2
6KvG5VbLalY$_$9,50,6,text,2
6KvG5VbLalY$_$9,50,7,text,2
6KvG5VbLalY$_$9,50,8,text,2
6KvG5VbLalY$_$9,50,9,text,2
6KvG5VbLalY$_$9,50,10,text,2
6KvG5VbLalY$_$9,50,11,text,2
6KvG5VbLalY$_$9,50,12,text,2
6KvG5VbLalY$_$9,50,13,text,2
6KvG5VbLalY$_$9,50,14,text,2
6KvG5VbLalY$_$9,50,15,text,2
6KvG5VbLalY$_$9,50,16,text,2
6KvG5VbLalY$_$9,50,17,text,2
6KvG5VbLalY$_$9,50,18,text,2
6KvG5VbLalY$_$9,50,19,text,2
6KvG5VbLalY$_$9,50,20,text,2
6KvG5VbLalY$_$9,50,21,text,2
6KvG5VbLalY$_$9,50,22,text,2
6KvG5VbLalY$_$9,50,23,text,2
6KvG5VbLalY$_$9,50,24,text,2
6KvG5VbLalY$_$9,50,25,text,2
6KvG5VbLalY$_$9,50,26,text,2
6KvG5VbLalY$_$9,50,27,text,2
6KvG5VbLalY$_$9,50,28,text,2
6KvG5VbLalY$_$9,50,29,text,2
6KvG5VbLalY$_$9,50,30,text,2
6KvG5VbLalY$_$9,50,31,text,2
6KvG5VbLalY$_$9,50,32,text,2
6KvG5VbLalY$_$9,50,33,text,2
6KvG5VbLalY$_$9,50,34,text,2
6KvG5VbLalY$_$9,50,35,text,2
6KvG5VbLalY$_$9,50,36,text,2
6KvG5VbLalY$_$9,50,37,text,2
6KvG5VbLalY$_$9,50,38,text,0
6KvG5VbLalY$_$9,50,39,text,0
6KvG5VbLalY$_$9,50,40,text,0
6KvG5VbLalY$_$9,50,41,text,0
6KvG5VbLalY$_$9,50,42,text,0
6KvG5VbLalY$_$9,50,43,text,0
6KvG5VbLalY$_$9,50,44,text,0
6KvG5VbLalY$_$9,50,45,text,0
6KvG5VbLalY$_$9,50,46,text,0
6KvG5VbLalY$_$9,50,47,text,0
6KvG5VbLalY$_$9,50,48,text,0
6KvG5VbLalY$_$9,50,49,text,0
TWszOxkOV0w$_$1,51,0,text,0
TWszOxkOV0w$_$1,51,1,text,2
TWszOxkOV0w$_$1,51,2,text,2
TWszOxkOV0w$_$1,51,3,text,2
TWszOxkOV0w$_$1,51,4,text,2
TWszOxkOV0w$_$1,51,5,text,2
TWszOxkOV0w$_$1,51,6,text,2
TWszOxkOV0w$_$1,51,7,text,2
TWszOxkOV0w$_$1,51,8,text,2
TWszOxkOV0w$_$1,51,9,text,2
TWszOxkOV0w$_$1,51,10,text,2
TWszOxkOV0w$_$1,51,11,text,2
TWszOxkOV0w$_$1,51,12,text,2
TWszOxkOV0w$_$1,51,13,text,2
TWszOxkOV0w$_$1,51,14,text,2
TWszOxkOV0w$_$1,51,15,text,2
TWszOxkOV0w$_$1,51,16,text,2
TWszOxkOV0w$_$1,51,17,text,2
TWszOxkOV0w$_$1,51,18,text,2
TWszOxkOV0w$_$1,51,19,text,2
TWszOxkOV0w$_$1,51,20,text,2
TWszOxkOV0w$_$1,51,21,text,2
TWszOxkOV0w$_$1,51,22,text,2
TWszOxkOV0w$_$1,51,23,text,2
TWszOxkOV0w$_$1,51,24,text,2
TWszOxkOV0w$_$1,51,25,text,2
TWszOxkOV0w$_$1,51,26,text,2
TWszOxkOV0w$_$1,51,27,text,2
TWszOxkOV0w$_$1,51,28,text,2
TWszOxkOV0w$_$1,51,29,text,2
TWszOxkOV0w$_$1,51,30,text,2
TWszOxkOV0w$_$1,51,31,text,2
TWszOxkOV0w$_$1,51,32,text,2
TWszOxkOV0w$_$1,51,33,text,2
TWszOxkOV0w$_$1,51,34,text,2
TWszOxkOV0w$_$1,51,35,text,2
TWszOxkOV0w$_$1,51,36,text,2
TWszOxkOV0w$_$1,51,37,text,2
TWszOxkOV0w$_$1,51,38,text,2
TWszOxkOV0w$_$1,51,39,text,0
TWszOxkOV0w$_$1,51,40,text,0
TWszOxkOV0w$_$1,51,41,text,0
TWszOxkOV0w$_$1,51,42,text,0
TWszOxkOV0w$_$1,51,43,text,0
TWszOxkOV0w$_$1,51,44,text,0
TWszOxkOV0w$_$1,51,45,text,0
TWszOxkOV0w$_$1,51,46,text,0
TWszOxkOV0w$_$1,51,47,text,0
TWszOxkOV0w$_$1,51,48,text,0
TWszOxkOV0w$_$1,51,49,text,0
ioupaiAuRr0$_$4,52,0,text,0
ioupaiAuRr0$_$4,52,1,text,2
ioupaiAuRr0$_$4,52,2,text,2
ioupaiAuRr0$_$4,52,3,text,2
ioupaiAuRr0$_$4,52,4,text,2
ioupaiAuRr0$_$4,52,5,text,2
ioupaiAuRr0$_$4,52,6,text,2
ioupaiAuRr0$_$4,52,7,text,2
ioupaiAuRr0$_$4,52,8,text,2
ioupaiAuRr0$_$4,52,9,text,2
ioupaiAuRr0$_$4,52,10,text,2
ioupaiAuRr0$_$4,52,11,text,2
ioupaiAuRr0$_$4,52,12,text,2
ioupaiAuRr0$_$4,52,13,text,2
ioupaiAuRr0$_$4,52,14,text,2
ioupaiAuRr0$_$4,52,15,text,2
ioupaiAuRr0$_$4,52,16,text,2
ioupaiAuRr0$_$4,52,17,text,2
ioupaiAuRr0$_$4,52,18,text,2
ioupaiAuRr0$_$4,52,19,text,2
ioupaiAuRr0$_$4,52,20,text,2
ioupaiAuRr0$_$4,52,21,text,2
ioupaiAuRr0$_$4,52,22,text,2
ioupaiAuRr0$_$4,52,23,text,2
ioupaiAuRr0$_$4,52,24,text,2
ioupaiAuRr0$_$4,52,25,text,2
ioupaiAuRr0$_$4,52,26,text,2
ioupaiAuRr0$_$4,52,27,text,2
ioupaiAuRr0$_$4,52,28,text,2
ioupaiAuRr0$_$4,52,29,text,2
ioupaiAuRr0$_$4,52,30,text,2
ioupaiAuRr0$_$4,52,31,text,2
ioupaiAuRr0$_$4,52,32,text,2
ioupaiAuRr0$_$4,52,33,text,2
ioupaiAuRr0$_$4,52,34,text,2
ioupaiAuRr0$_$4,52,35,text,2
ioupaiAuRr0$_$4,52,36,text,2
ioupaiAuRr0$_$4,52,37,text,2
ioupaiAuRr0$_$4,52,38,text,2
ioupaiAuRr0$_$4,52,39,text,2
ioupaiAuRr0$_$4,52,40,text,2
ioupaiAuRr0$_$4,52,41,text,0
ioupaiAuRr0$_$4,52,42,text,0
ioupaiAuRr0$_$4,52,43,text,0
ioupaiAuRr0$_$4,52,44,text,0
ioupaiAuRr0$_$4,52,45,text,0
ioupaiAuRr0$_$4,52,46,text,0
ioupaiAuRr0$_$4,52,47,text,0
ioupaiAuRr0$_$4,52,48,text,0
ioupaiAuRr0$_$4,52,49,text,0
272624$_$8,53,0,text,0
272624$_$8,53,1,text,2
272624$_$8,53,2,text,2
272624$_$8,53,3,text,2
272624$_$8,53,4,text,2
272624$_$8,53,5,text,2
272624$_$8,53,6,text,2
272624$_$8,53,7,text,2
272624$_$8,53,8,text,2
272624$_$8,53,9,text,2
272624$_$8,53,10,text,2
272624$_$8,53,11,text,2
272624$_$8,53,12,text,2
272624$_$8,53,13,text,2
272624$_$8,53,14,text,2
272624$_$8,53,15,text,2
272624$_$8,53,16,text,2
272624$_$8,53,17,text,2
272624$_$8,53,18,text,2
272624$_$8,53,19,text,2
272624$_$8,53,20,text,2
272624$_$8,53,21,text,2
272624$_$8,53,22,text,2
272624$_$8,53,23,text,2
272624$_$8,53,24,text,2
272624$_$8,53,25,text,2
272624$_$8,53,26,text,2
272624$_$8,53,27,text,2
272624$_$8,53,28,text,2
272624$_$8,53,29,text,2
272624$_$8,53,30,text,2
272624$_$8,53,31,text,2
272624$_$8,53,32,text,2
272624$_$8,53,33,text,2
272624$_$8,53,34,text,2
272624$_$8,53,35,text,2
272624$_$8,53,36,text,2
272624$_$8,53,37,text,2
272624$_$8,53,38,text,2
272624$_$8,53,39,text,2
272624$_$8,53,40,text,2
272624$_$8,53,41,text,2
272624$_$8,53,42,text,2
272624$_$8,53,43,text,2
272624$_$8,53,44,text,0
272624$_$8,53,45,text,0
272624$_$8,53,46,text,0
272624$_$8,53,47,text,0
272624$_$8,53,48,text,0
272624$_$8,53,49,text,0
PwapK9d8IGk$_$4,54,0,text,0
PwapK9d8IGk$_$4,54,1,text,2
PwapK9d8IGk$_$4,54,2,text,2
PwapK9d8IGk$_$4,54,3,text,2
PwapK9d8IGk$_$4,54,4,text,2
PwapK9d8IGk$_$4,54,5,text,2
PwapK9d8IGk$_$4,54,6,text,2
PwapK9d8IGk$_$4,54,7,text,2
PwapK9d8IGk$_$4,54,8,text,2
PwapK9d8IGk$_$4,54,9,text,2
PwapK9d8IGk$_$4,54,10,text,2
PwapK9d8IGk$_$4,54,11,text,2
PwapK9d8IGk$_$4,54,12,text,2
PwapK9d8IGk$_$4,54,13,text,2
PwapK9d8IGk$_$4,54,14,text,2
PwapK9d8IGk$_$4,54,15,text,2
PwapK9d8IGk$_$4,54,16,text,2
PwapK9d8IGk$_$4,54,17,text,2
PwapK9d8IGk$_$4,54,18,text,2
PwapK9d8IGk$_$4,54,19,text,2
PwapK9d8IGk$_$4,54,20,text,2
PwapK9d8IGk$_$4,54,21,text,2
PwapK9d8IGk$_$4,54,22,text,2
PwapK9d8IGk$_$4,54,23,text,2
PwapK9d8IGk$_$4,54,24,text,2
PwapK9d8IGk$_$4,54,25,text,2
PwapK9d8IGk$_$4,54,26,text,2
PwapK9d8IGk$_$4,54,27,text,2
PwapK9d8IGk$_$4,54,28,text,2
PwapK9d8IGk$_$4,54,29,text,2
PwapK9d8IGk$_$4,54,30,text,2
PwapK9d8IGk$_$4,54,31,text,2
PwapK9d8IGk$_$4,54,32,text,2
PwapK9d8IGk$_$4,54,33,text,2
PwapK9d8IGk$_$4,54,34,text,2
PwapK9d8IGk$_$4,54,35,text,2
PwapK9d8IGk$_$4,54,36,text,2
PwapK9d8IGk$_$4,54,37,text,2
PwapK9d8IGk$_$4,54,38,text,2
PwapK9d8IGk$_$4,54,39,text,2
PwapK9d8IGk$_$4,54,40,text,2
PwapK9d8IGk$_$4,54,41,text,2
PwapK9d8IGk$_$4,54,42,text,2
PwapK9d8IGk$_$4,54,43,text,2
PwapK9d8IGk$_$4,54,44,text,2
PwapK9d8IGk$_$4,54,45,text,2
PwapK9d8IGk$_$4,54,46,text,0
PwapK9d8IGk$_$4,54,47,text,0
PwapK9d8IGk$_$4,54,48,text,0
PwapK9d8IGk$_$4,54,49,text,0
8x_nCOh6Wmc$_$6,55,0,text,0
8x_nCOh6Wmc$_$6,55,1,text,2
8x_nCOh6Wmc$_$6,55,2,text,2
8x_nCOh6Wmc$_$6,55,3,text,2
8x_nCOh6Wmc$_$6,55,4,text,2
8x_nCOh6Wmc$_$6,55,5,text,2
8x_nCOh6Wmc$_$6,55,6,text,2
8x_nCOh6Wmc$_$6,55,7,text,2
8x_nCOh6Wmc$_$6,55,8,text,2
8x_nCOh6Wmc$_$6,55,9,text,2
8x_nCOh6Wmc$_$6,55,10,text,2
8x_nCOh6Wmc$_$6,55,11,text,2
8x_nCOh6Wmc$_$6,55,12,text,2
8x_nCOh6Wmc$_$6,55,13,text,2
8x_nCOh6Wmc$_$6,55,14,text,2
8x_nCOh6Wmc$_$6,55,15,text,2
8x_nCOh6Wmc$_$6,55,16,text,2
8x_nCOh6Wmc$_$6,55,17,text,2
8x_nCOh6Wmc$_$6,55,18,text,2
8x_nCOh6Wmc$_$6,55,19,text,2
8x_nCOh6Wmc$_$6,55,20,text,2
8x_nCOh6Wmc$_$6,55,21,text,2
8x_nCOh6Wmc$_$6,55,22,text,2
8x_nCOh6Wmc$_$6,55,23,text,2
8x_nCOh6Wmc$_$6,55,24,text,2
8x_nCOh6Wmc$_$6,55,25,text,2
8x_nCOh6Wmc$_$6,55,26,text,2
8x_nCOh6Wmc$_$6,55,27,text,2
8x_nCOh6Wmc$_$6,55,28,text,2
8x_nCOh6Wmc$_$6,55,29,text,2
8x_nCOh6Wmc$_$6,55,30,text,2
8x_nCOh6Wmc$_$6,55,31,text,2
8x_nCOh6Wmc$_$6,55,32,text,2
8x_nCOh6Wmc$_$6,55,33,text,2
8x_nCOh6Wmc$_$6,55,34,text,2
8x_nCOh6Wmc$_$6,55,35,text,2
8x_nCOh6Wmc$_$6,55,36,text,2
8x_nCOh6Wmc$_$6,55,37,text,2
8x_nCOh6Wmc$_$6,55,38,text,2
8x_nCOh6Wmc$_$6,55,39,text,2
8x_nCOh6Wmc$_$6,55,40,text,2
8x_nCOh6Wmc$_$6,55,41,text,2
8x_nCOh6Wmc$_$6,55,42,text,2
8x_nCOh6Wmc$_$6,55,43,text,2
8x_nCOh6Wmc$_$6,55,44,text,2
8x_nCOh6Wmc$_$6,55,45,text,2
8x_nCOh6Wmc$_$6,55,46,text,2
8x_nCOh6Wmc$_$6,55,47,text,2
8x_nCOh6Wmc$_$6,55,48,text,0
8x_nCOh6Wmc$_$6,55,49,text,0
241629$_$8,56,0,text,0
241629$_$8,56,1,text,2
241629$_$8,56,2,text,2
241629$_$8,56,3,text,2
241629$_$8,56,4,text,2
241629$_$8,56,5,text,2
241629$_$8,56,6,text,2
241629$_$8,56,7,text,2
241629$_$8,56,8,text,2
241629$_$8,56,9,text,2
241629$_$8,56,10,text,2
241629$_$8,56,11,text,2
241629$_$8,56,12,text,2
241629$_$8,56,13,text,2
241629$_$8,56,14,text,2
241629$_$8,56,15,text,2
241629$_$8,56,16,text,2
241629$_$8,56,17,text,2
241629$_$8,56,18,text,2
241629$_$8,56,19,text,2
241629$_$8,56,20,text,2
241629$_$8,56,21,text,2
241629$_$8,56,22,text,2
241629$_$8,56,23,text,2
241629$_$8,56,24,text,2
241629$_$8,56,25,text,2
241629$_$8,56,26,text,2
241629$_$8,56,27,text,2
241629$_$8,56,28,text,2
241629$_$8,56,29,text,2
241629$_$8,56,30,text,2
241629$_$8,56,31,text,2
241629$_$8,56,32,text,2
241629$_$8,56,33,text,2
241629$_$8,56,34,text,2
241629$_$8,56,35,text,2
241629$_$8,56,36,text,2
241629$_$8,56,37,text,2
241629$_$8,56,38,text,2
241629$_$8,56,39,text,2
241629$_$8,56,40,text,2
241629$_$8,56,41,text,2
241629$_$8,56,42,text,2
241629$_$8,56,43,text,2
241629$_$8,56,44,text,2
241629$_$8,56,45,text,2
241629$_$8,56,46,text,2
241629$_$8,56,47,text,2
241629$_$8,56,48,text,2
241629$_$8,56,49,text,0
5kaCGzjYukM$_$7,57,0,text,0
5kaCGzjYukM$_$7,57,1,text,2
5kaCGzjYukM$_$7,57,2,text,2
5kaCGzjYukM$_$7,57,3,text,2
5kaCGzjYukM$_$7,57,4,text,2
5kaCGzjYukM$_$7,57,5,text,2
5kaCGzjYukM$_$7,57,6,text,2
5kaCGzjYukM$_$7,57,7,text,2
5kaCGzjYukM$_$7,57,8,text,2
5kaCGzjYukM$_$7,57,9,text,2
5kaCGzjYukM$_$7,57,10,text,2
5kaCGzjYukM$_$7,57,11,text,2
5kaCGzjYukM$_$7,57,12,text,2
5kaCGzjYukM$_$7,57,13,text,2
5kaCGzjYukM$_$7,57,14,text,2
5kaCGzjYukM$_$7,57,15,text,2
5kaCGzjYukM$_$7,57,16,text,2
5kaCGzjYukM$_$7,57,17,text,2
5kaCGzjYukM$_$7,57,18,text,2
5kaCGzjYukM$_$7,57,19,text,2
5kaCGzjYukM$_$7,57,20,text,2
5kaCGzjYukM$_$7,57,21,text,2
5kaCGzjYukM$_$7,57,22,text,2
5kaCGzjYukM$_$7,57,23,text,2
5kaCGzjYukM$_$7,57,24,text,2
5kaCGzjYukM$_$7,57,25,text,2
5kaCGzjYukM$_$7,57,26,text,2
5kaCGzjYukM$_$7,57,27,text,2
5kaCGzjYukM$_$7,57,28,text,2
5kaCGzjYukM$_$7,57,29,text,2
5kaCGzjYukM$_$7,57,30,text,2
5kaCGzjYukM$_$7,57,31,text,2
5kaCGzjYukM$_$7,57,32,text,2
5kaCGzjYukM$_$7,57,33,text,2
5kaCGzjYukM$_$7,57,34,text,2
5kaCGzjYukM$_$7,57,35,text,2
5kaCGzjYukM$_$7,57,36,text,2
5kaCGzjYukM$_$7,57,37,text,2
5kaCGzjYukM$_$7,57,38,text,2
5kaCGzjYukM$_$7,57,39,text,2
5kaCGzjYukM$_$7,57,40,text,2
5kaCGzjYukM$_$7,57,41,text,2
5kaCGzjYukM$_$7,57,42,text,2
5kaCGzjYukM$_$7,57,43,text,2
5kaCGzjYukM$_$7,57,44,text,2
5kaCGzjYukM$_$7,57,45,text,2
5kaCGzjYukM$_$7,57,46,text,2
5kaCGzjYukM$_$7,57,47,text,2
5kaCGzjYukM$_$7,57,48,text,2
5kaCGzjYukM$_$7,57,49,text,0
eOiC1kb17P4$_$0,58,0,text,0
eOiC1kb17P4$_$0,58,1,text,2
eOiC1kb17P4$_$0,58,2,text,2
eOiC1kb17P4$_$0,58,3,text,2
eOiC1kb17P4$_$0,58,4,text,2
eOiC1kb17P4$_$0,58,5,text,2
eOiC1kb17P4$_$0,58,6,text,2
eOiC1kb17P4$_$0,58,7,text,2
eOiC1kb17P4$_$0,58,8,text,2
eOiC1kb17P4$_$0,58,9,text,2
eOiC1kb17P4$_$0,58,10,text,2
eOiC1kb17P4$_$0,58,11,text,2
eOiC1kb17P4$_$0,58,12,text,2
eOiC1kb17P4$_$0,58,13,text,2
eOiC1kb17P4$_$0,58,14,text,2
eOiC1kb17P4$_$0,58,15,text,2
eOiC1kb17P4$_$0,58,16,text,2
eOiC1kb17P4$_$0,58,17,text,2
eOiC1kb17P4$_$0,58,18,text,2
