split,sample_id,modality,availability
train,37459$_$3,text,1.0
train,37459$_$3,audio,1.0
train,37459$_$3,vision,1.0
train,37459$_$2,text,1.0
train,37459$_$2,audio,1.0
train,37459$_$2,vision,1.0
train,37459$_$6,text,1.0
train,37459$_$6,audio,1.0
train,37459$_$6,vision,1.0
train,38019$_$0,text,1.0
train,38019$_$0,audio,1.0
train,38019$_$0,vision,0.9354838709677419
train,38374$_$3,text,1.0
train,38374$_$3,audio,1.0
train,38374$_$3,vision,1.0
train,38374$_$7,text,1.0
train,38374$_$7,audio,1.0
train,38374$_$7,vision,1.0
train,38374$_$9,text,1.0
train,38374$_$9,audio,1.0
train,38374$_$9,vision,1.0
train,39lcRCFvV-s$_$21,text,1.0
train,39lcRCFvV-s$_$21,audio,1.0
train,39lcRCFvV-s$_$21,vision,1.0
train,39lcRCFvV-s$_$22,text,1.0
train,39lcRCFvV-s$_$22,audio,1.0
train,39lcRCFvV-s$_$22,vision,1.0
train,39lcRCFvV-s$_$46,text,1.0
train,39lcRCFvV-s$_$46,audio,1.0
train,39lcRCFvV-s$_$46,vision,1.0
train,39lcRCFvV-s$_$39,text,1.0
train,39lcRCFvV-s$_$39,audio,1.0
train,39lcRCFvV-s$_$39,vision,1.0
train,39lcRCFvV-s$_$13,text,1.0
train,39lcRCFvV-s$_$13,audio,1.0
train,39lcRCFvV-s$_$13,vision,1.0
train,39lcRCFvV-s$_$12,text,1.0
train,39lcRCFvV-s$_$12,audio,1.0
train,39lcRCFvV-s$_$12,vision,1.0
train,39lcRCFvV-s$_$19,text,1.0
train,39lcRCFvV-s$_$19,audio,1.0
train,39lcRCFvV-s$_$19,vision,1.0
train,39lcRCFvV-s$_$18,text,1.0
train,39lcRCFvV-s$_$18,audio,1.0
train,39lcRCFvV-s$_$18,vision,1.0
train,39lcRCFvV-s$_$30,text,1.0
train,39lcRCFvV-s$_$30,audio,1.0
train,39lcRCFvV-s$_$30,vision,1.0
train,3B1zIUj-k3o$_$10,text,1.0
train,3B1zIUj-k3o$_$10,audio,1.0
train,3B1zIUj-k3o$_$10,vision,1.0
train,3DOrdP4H8SA$_$13,text,1.0
train,3DOrdP4H8SA$_$13,audio,1.0
train,3DOrdP4H8SA$_$13,vision,1.0
train,3DOrdP4H8SA$_$3,text,1.0
train,3DOrdP4H8SA$_$3,audio,1.0
train,3DOrdP4H8SA$_$3,vision,1.0
train,3DgOMTs3A1E$_$24,text,1.0
train,3DgOMTs3A1E$_$24,audio,1.0
train,3DgOMTs3A1E$_$24,vision,1.0
train,3DgOMTs3A1E$_$22,text,1.0
train,3DgOMTs3A1E$_$22,audio,1.0
train,3DgOMTs3A1E$_$22,vision,1.0
train,3DgOMTs3A1E$_$23,text,1.0
train,3DgOMTs3A1E$_$23,audio,1.0
train,3DgOMTs3A1E$_$23,vision,1.0
train,3DgOMTs3A1E$_$1,text,1.0
train,3DgOMTs3A1E$_$1,audio,1.0
train,3DgOMTs3A1E$_$1,vision,1.0
train,3DgOMTs3A1E$_$7,text,1.0
train,3DgOMTs3A1E$_$7,audio,1.0
train,3DgOMTs3A1E$_$7,vision,1.0
train,3DgOMTs3A1E$_$17,text,1.0
train,3DgOMTs3A1E$_$17,audio,1.0
train,3DgOMTs3A1E$_$17,vision,1.0
train,3FpmKxZgihw$_$0,text,1.0
train,3FpmKxZgihw$_$0,audio,1.0
train,3FpmKxZgihw$_$0,vision,1.0
train,3GyEnzE1NTQ$_$14,text,1.0
train,3GyEnzE1NTQ$_$14,audio,1.0
train,3GyEnzE1NTQ$_$14,vision,1.0
train,3GyEnzE1NTQ$_$3,text,1.0
train,3GyEnzE1NTQ$_$3,audio,1.0
train,3GyEnzE1NTQ$_$3,vision,1.0
train,3GyEnzE1NTQ$_$4,text,1.0
train,3GyEnzE1NTQ$_$4,audio,1.0
train,3GyEnzE1NTQ$_$4,vision,1.0
train,3OMgvtWNHp4$_$10,text,1.0
train,3OMgvtWNHp4$_$10,audio,1.0
train,3OMgvtWNHp4$_$10,vision,0.0
train,3OuNMjZo5wg$_$13,text,1.0
train,3OuNMjZo5wg$_$13,audio,1.0
train,3OuNMjZo5wg$_$13,vision,1.0
train,3VsrcbjPwZY$_$0,text,1.0
train,3VsrcbjPwZY$_$0,audio,1.0
train,3VsrcbjPwZY$_$0,vision,1.0
train,3VsrcbjPwZY$_$7,text,1.0
train,3VsrcbjPwZY$_$7,audio,1.0
train,3VsrcbjPwZY$_$7,vision,1.0
train,3Wi0if_L6Ug$_$13,text,1.0
train,3Wi0if_L6Ug$_$13,audio,1.0
train,3Wi0if_L6Ug$_$13,vision,1.0
train,3Wi0if_L6Ug$_$12,text,1.0
train,3Wi0if_L6Ug$_$12,audio,1.0
train,3Wi0if_L6Ug$_$12,vision,1.0
train,3Wi0if_L6Ug$_$17,text,1.0
train,3Wi0if_L6Ug$_$17,audio,1.0
train,3Wi0if_L6Ug$_$17,vision,1.0
train,3Wi0if_L6Ug$_$4,text,1.0
train,3Wi0if_L6Ug$_$4,audio,1.0
train,3Wi0if_L6Ug$_$4,vision,1.0
train,3Wi0if_L6Ug$_$9,text,1.0
train,3Wi0if_L6Ug$_$9,audio,1.0
train,3Wi0if_L6Ug$_$9,vision,1.0
train,3aD0xAgxxyw$_$11,text,1.0
train,3aD0xAgxxyw$_$11,audio,1.0
train,3aD0xAgxxyw$_$11,vision,1.0
train,3aD0xAgxxyw$_$0,text,1.0
train,3aD0xAgxxyw$_$0,audio,1.0
train,3aD0xAgxxyw$_$0,vision,1.0
train,3aIQUQgawaI$_$12,text,1.0
train,3aIQUQgawaI$_$12,audio,0.34615384615384615
train,3aIQUQgawaI$_$12,vision,0.2692307692307692
train,3aIQUQgawaI$_$19,text,1.0
train,3aIQUQgawaI$_$19,audio,0.6538461538461539
train,3aIQUQgawaI$_$19,vision,0.34615384615384615
train,3aIQUQgawaI$_$5,text,1.0
train,3aIQUQgawaI$_$5,audio,1.0
train,3aIQUQgawaI$_$5,vision,0.8372093023255814
train,3aIQUQgawaI$_$4,text,1.0
train,3aIQUQgawaI$_$4,audio,1.0
train,3aIQUQgawaI$_$4,vision,1.0
train,3aIQUQgawaI$_$7,text,1.0
train,3aIQUQgawaI$_$7,audio,1.0
train,3aIQUQgawaI$_$7,vision,1.0
train,3fhCxePBuZY$_$10,text,1.0
train,3fhCxePBuZY$_$10,audio,1.0
train,3fhCxePBuZY$_$10,vision,1.0
train,3fhCxePBuZY$_$4,text,1.0
train,3fhCxePBuZY$_$4,audio,1.0
train,3fhCxePBuZY$_$4,vision,1.0
train,3gA34VxBijI$_$1,text,1.0
train,3gA34VxBijI$_$1,audio,1.0
train,3gA34VxBijI$_$1,vision,0.0
train,3kNPvhdF1NA$_$0,text,1.0
train,3kNPvhdF1NA$_$0,audio,1.0
train,3kNPvhdF1NA$_$0,vision,1.0
train,3lkn8MS3n8Q$_$27,text,1.0
train,3lkn8MS3n8Q$_$27,audio,1.0
train,3lkn8MS3n8Q$_$27,vision,1.0
train,3lkn8MS3n8Q$_$6,text,1.0
train,3lkn8MS3n8Q$_$6,audio,1.0
train,3lkn8MS3n8Q$_$6,vision,1.0
train,3n44IP3tCVE$_$13,text,1.0
train,3n44IP3tCVE$_$13,audio,1.0
train,3n44IP3tCVE$_$13,vision,1.0
train,3n44IP3tCVE$_$0,text,1.0
train,3n44IP3tCVE$_$0,audio,1.0
train,3n44IP3tCVE$_$0,vision,1.0
train,3n44IP3tCVE$_$5,text,1.0
train,3n44IP3tCVE$_$5,audio,1.0
train,3n44IP3tCVE$_$5,vision,1.0
train,3n44IP3tCVE$_$6,text,1.0
train,3n44IP3tCVE$_$6,audio,1.0
train,3n44IP3tCVE$_$6,vision,1.0
train,3ocpWAmSNUE$_$5,text,1.0
train,3ocpWAmSNUE$_$5,audio,1.0
train,3ocpWAmSNUE$_$5,vision,1.0
train,3ocpWAmSNUE$_$6,text,1.0
train,3ocpWAmSNUE$_$6,audio,1.0
train,3ocpWAmSNUE$_$6,vision,1.0
train,3paDwuRQP1w$_$0,text,1.0
train,3paDwuRQP1w$_$0,audio,1.0
train,3paDwuRQP1w$_$0,vision,1.0
train,3sUS8vXbRwg$_$13,text,1.0
train,3sUS8vXbRwg$_$13,audio,1.0
train,3sUS8vXbRwg$_$13,vision,1.0
train,40181$_$21,text,1.0
train,40181$_$21,audio,1.0
train,40181$_$21,vision,1.0
train,40181$_$9,text,1.0
train,40181$_$9,audio,1.0
train,40181$_$9,vision,1.0
train,40181$_$13,text,1.0
train,40181$_$13,audio,1.0
train,40181$_$13,vision,1.0
train,40181$_$19,text,1.0
train,40181$_$19,audio,1.0
train,40181$_$19,vision,1.0
train,40260$_$8,text,1.0
train,40260$_$8,audio,1.0
train,40260$_$8,vision,1.0
train,40260$_$19,text,1.0
train,40260$_$19,audio,1.0
train,40260$_$19,vision,0.9210526315789473
train,40260$_$18,text,1.0
train,40260$_$18,audio,1.0
train,40260$_$18,vision,1.0
train,41692$_$1,text,1.0
train,41692$_$1,audio,1.0
train,41692$_$1,vision,1.0
train,43371$_$6,text,1.0
train,43371$_$6,audio,1.0
train,43371$_$6,vision,1.0
train,43371$_$8,text,1.0
train,43371$_$8,audio,1.0
train,43371$_$8,vision,1.0
train,43456$_$2,text,1.0
train,43456$_$2,audio,1.0
train,43456$_$2,vision,1.0
train,43456$_$8,text,1.0
train,43456$_$8,audio,1.0
train,43456$_$8,vision,1.0
train,44780$_$1,text,1.0
train,44780$_$1,audio,1.0
train,44780$_$1,vision,0.75
train,44780$_$0,text,1.0
train,44780$_$0,audio,1.0
train,44780$_$0,vision,1.0
train,44780$_$3,text,1.0
train,44780$_$3,audio,1.0
train,44780$_$3,vision,0.9166666666666666
train,44780$_$2,text,1.0
train,44780$_$2,audio,1.0
train,44780$_$2,vision,0.0
train,44780$_$7,text,1.0
train,44780$_$7,audio,1.0
train,44780$_$7,vision,1.0
train,44780$_$6,text,1.0
train,44780$_$6,audio,1.0
train,44780$_$6,vision,0.0
train,45175$_$9,text,1.0
train,45175$_$9,audio,1.0
train,45175$_$9,vision,1.0
train,45184$_$2,text,1.0
train,45184$_$2,audio,1.0
train,45184$_$2,vision,1.0
train,45184$_$5,text,1.0
train,45184$_$5,audio,1.0
train,45184$_$5,vision,1.0
train,45186$_$3,text,1.0
train,45186$_$3,audio,1.0
train,45186$_$3,vision,1.0
train,45186$_$2,text,1.0
train,45186$_$2,audio,1.0
train,45186$_$2,vision,1.0
train,45676$_$6,text,1.0
train,45676$_$6,audio,1.0
train,45676$_$6,vision,1.0
train,45c3QQzGakM$_$5,text,1.0
train,45c3QQzGakM$_$5,audio,1.0
train,45c3QQzGakM$_$5,vision,1.0
train,46497$_$1,text,1.0
train,46497$_$1,audio,1.0
train,46497$_$1,vision,1.0
train,46497$_$3,text,1.0
train,46497$_$3,audio,1.0
train,46497$_$3,vision,0.3541666666666667
train,46604$_$3,text,1.0
train,46604$_$3,audio,1.0
train,46604$_$3,vision,1.0
train,46604$_$2,text,1.0
train,46604$_$2,audio,1.0
train,46604$_$2,vision,0.0
train,46604$_$4,text,1.0
train,46604$_$4,audio,1.0
train,46604$_$4,vision,1.0
train,46618$_$1,text,1.0
train,46618$_$1,audio,1.0
train,46618$_$1,vision,1.0
train,46618$_$0,text,1.0
train,46618$_$0,audio,1.0
train,46618$_$0,vision,1.0
train,46618$_$2,text,1.0
train,46618$_$2,audio,1.0
train,46618$_$2,vision,1.0
train,47472$_$10,text,1.0
train,47472$_$10,audio,1.0
train,47472$_$10,vision,0.2413793103448276
train,47472$_$1,text,1.0
train,47472$_$1,audio,1.0
train,47472$_$1,vision,1.0
train,47472$_$4,text,1.0
train,47472$_$4,audio,1.0
train,47472$_$4,vision,0.0
train,47472$_$6,text,1.0
train,47472$_$6,audio,1.0
train,47472$_$6,vision,1.0
train,47472$_$8,text,1.0
train,47472$_$8,audio,1.0
train,47472$_$8,vision,1.0
train,49358$_$4,text,1.0
train,49358$_$4,audio,1.0
train,49358$_$4,vision,1.0
train,49358$_$6,text,1.0
train,49358$_$6,audio,1.0
train,49358$_$6,vision,1.0
train,49358$_$9,text,1.0
train,49358$_$9,audio,1.0
train,49358$_$9,vision,1.0
train,4AQC7_uCuEE$_$27,text,1.0
train,4AQC7_uCuEE$_$27,audio,1.0
train,4AQC7_uCuEE$_$27,vision,1.0
train,4AQC7_uCuEE$_$22,text,1.0
train,4AQC7_uCuEE$_$22,audio,1.0
train,4AQC7_uCuEE$_$22,vision,1.0
train,4AQC7_uCuEE$_$23,text,1.0
train,4AQC7_uCuEE$_$23,audio,1.0
train,4AQC7_uCuEE$_$23,vision,1.0
train,4BoE-woHtwA$_$12,text,1.0
train,4BoE-woHtwA$_$12,audio,1.0
train,4BoE-woHtwA$_$12,vision,1.0
train,4BoE-woHtwA$_$1,text,1.0
train,4BoE-woHtwA$_$1,audio,1.0
train,4BoE-woHtwA$_$1,vision,1.0
train,4BoE-woHtwA$_$5,text,1.0
train,4BoE-woHtwA$_$5,audio,1.0
train,4BoE-woHtwA$_$5,vision,0.5882352941176471
train,4CKhrjuuofk$_$1,text,1.0
train,4CKhrjuuofk$_$1,audio,1.0
train,4CKhrjuuofk$_$1,vision,1.0
train,4CKhrjuuofk$_$5,text,1.0
train,4CKhrjuuofk$_$5,audio,1.0
train,4CKhrjuuofk$_$5,vision,1.0
train,4EEru3cZwXo$_$3,text,1.0
train,4EEru3cZwXo$_$3,audio,1.0
train,4EEru3cZwXo$_$3,vision,1.0
train,4GYfmpEEtl4$_$1,text,1.0
train,4GYfmpEEtl4$_$1,audio,1.0
train,4GYfmpEEtl4$_$1,vision,1.0
train,4GYfmpEEtl4$_$7,text,1.0
train,4GYfmpEEtl4$_$7,audio,1.0
train,4GYfmpEEtl4$_$7,vision,1.0
train,4GYfmpEEtl4$_$6,text,1.0
train,4GYfmpEEtl4$_$6,audio,1.0
train,4GYfmpEEtl4$_$6,vision,1.0
train,4H9RfQuqsvg$_$1,text,1.0
train,4H9RfQuqsvg$_$1,audio,1.0
train,4H9RfQuqsvg$_$1,vision,1.0
train,4H9RfQuqsvg$_$12,text,1.0
train,4H9RfQuqsvg$_$12,audio,1.0
train,4H9RfQuqsvg$_$12,vision,1.0
train,4H9RfQuqsvg$_$6,text,1.0
train,4H9RfQuqsvg$_$6,audio,1.0
train,4H9RfQuqsvg$_$6,vision,1.0
train,4HAC00EAdno$_$10,text,1.0
train,4HAC00EAdno$_$10,audio,1.0
train,4HAC00EAdno$_$10,vision,1.0
train,4HAC00EAdno$_$12,text,1.0
train,4HAC00EAdno$_$12,audio,1.0
train,4HAC00EAdno$_$12,vision,1.0
train,4HAC00EAdno$_$9,text,1.0
train,4HAC00EAdno$_$9,audio,1.0
train,4HAC00EAdno$_$9,vision,1.0
train,4Kh5N9W-Jr4$_$0,text,1.0
train,4Kh5N9W-Jr4$_$0,audio,1.0
train,4Kh5N9W-Jr4$_$0,vision,1.0
train,4Q7OkrJLzAc$_$1,text,1.0
train,4Q7OkrJLzAc$_$1,audio,1.0
train,4Q7OkrJLzAc$_$1,vision,1.0
train,4Q7OkrJLzAc$_$0,text,1.0
train,4Q7OkrJLzAc$_$0,audio,1.0
train,4Q7OkrJLzAc$_$0,vision,1.0
train,4Q95Lg3Icho$_$24,text,1.0
train,4Q95Lg3Icho$_$24,audio,1.0
train,4Q95Lg3Icho$_$24,vision,1.0
train,4Ry6M_ZfJQc$_$5,text,1.0
train,4Ry6M_ZfJQc$_$5,audio,1.0
train,4Ry6M_ZfJQc$_$5,vision,1.0
train,4VA4kqMnEqA$_$4,text,1.0
train,4VA4kqMnEqA$_$4,audio,1.0
train,4VA4kqMnEqA$_$4,vision,1.0
train,4VA4kqMnEqA$_$8,text,1.0
train,4VA4kqMnEqA$_$8,audio,1.0
train,4VA4kqMnEqA$_$8,vision,1.0
train,4hEWns7JBg0$_$25,text,1.0
train,4hEWns7JBg0$_$25,audio,1.0
train,4hEWns7JBg0$_$25,vision,1.0
train,4hEWns7JBg0$_$29,text,1.0
train,4hEWns7JBg0$_$29,audio,1.0
train,4hEWns7JBg0$_$29,vision,1.0
train,4iG0ffmnCOw$_$2,text,1.0
train,4iG0ffmnCOw$_$2,audio,1.0
train,4iG0ffmnCOw$_$2,vision,1.0
train,4iG0ffmnCOw$_$7,text,1.0
train,4iG0ffmnCOw$_$7,audio,1.0
train,4iG0ffmnCOw$_$7,vision,1.0
train,4iw1jTY-X3A$_$14,text,1.0
train,4iw1jTY-X3A$_$14,audio,1.0
train,4iw1jTY-X3A$_$14,vision,1.0
train,4iw1jTY-X3A$_$3,text,1.0
train,4iw1jTY-X3A$_$3,audio,1.0
train,4iw1jTY-X3A$_$3,vision,1.0
train,4jTUcNlxlYA$_$0,text,1.0
train,4jTUcNlxlYA$_$0,audio,1.0
train,4jTUcNlxlYA$_$0,vision,1.0
train,4jTUcNlxlYA$_$4,text,1.0
train,4jTUcNlxlYA$_$4,audio,1.0
train,4jTUcNlxlYA$_$4,vision,1.0
train,4jTUcNlxlYA$_$6,text,1.0
train,4jTUcNlxlYA$_$6,audio,1.0
train,4jTUcNlxlYA$_$6,vision,1.0
train,4jTUcNlxlYA$_$9,text,1.0
train,4jTUcNlxlYA$_$9,audio,1.0
train,4jTUcNlxlYA$_$9,vision,1.0
train,4kF0U8kIMp4$_$0,text,1.0
train,4kF0U8kIMp4$_$0,audio,1.0
train,4kF0U8kIMp4$_$0,vision,0.16666666666666666
train,4kF0U8kIMp4$_$5,text,1.0
train,4kF0U8kIMp4$_$5,audio,1.0
train,4kF0U8kIMp4$_$5,vision,1.0
train,4kF0U8kIMp4$_$4,text,1.0
train,4kF0U8kIMp4$_$4,audio,1.0
train,4kF0U8kIMp4$_$4,vision,1.0
train,4lKz4xyCmkk$_$14,text,1.0
train,4lKz4xyCmkk$_$14,audio,1.0
train,4lKz4xyCmkk$_$14,vision,1.0
train,4poXF3xo6Z8$_$13,text,1.0
train,4poXF3xo6Z8$_$13,audio,1.0
train,4poXF3xo6Z8$_$13,vision,1.0
train,4poXF3xo6Z8$_$1,text,1.0
train,4poXF3xo6Z8$_$1,audio,1.0
train,4poXF3xo6Z8$_$1,vision,1.0
train,4poXF3xo6Z8$_$0,text,1.0
train,4poXF3xo6Z8$_$0,audio,1.0
train,4poXF3xo6Z8$_$0,vision,1.0
train,4poXF3xo6Z8$_$3,text,1.0
train,4poXF3xo6Z8$_$3,audio,1.0
train,4poXF3xo6Z8$_$3,vision,1.0
train,4poXF3xo6Z8$_$6,text,1.0
train,4poXF3xo6Z8$_$6,audio,1.0
train,4poXF3xo6Z8$_$6,vision,1.0
train,4qjz4BQCZyM$_$5,text,1.0
train,4qjz4BQCZyM$_$5,audio,1.0
train,4qjz4BQCZyM$_$5,vision,1.0
train,4qoB5a6dR3w$_$1,text,1.0
train,4qoB5a6dR3w$_$1,audio,1.0
train,4qoB5a6dR3w$_$1,vision,1.0
train,4wdeBJ39Cuw$_$0,text,1.0
train,4wdeBJ39Cuw$_$0,audio,1.0
train,4wdeBJ39Cuw$_$0,vision,1.0
train,4wdeBJ39Cuw$_$5,text,1.0
train,4wdeBJ39Cuw$_$5,audio,1.0
train,4wdeBJ39Cuw$_$5,vision,1.0
train,4wuug3-5cWo$_$5,text,1.0
train,4wuug3-5cWo$_$5,audio,1.0
train,4wuug3-5cWo$_$5,vision,0.13636363636363635
train,50453$_$4,text,1.0
train,50453$_$4,audio,1.0
train,50453$_$4,vision,1.0
train,50453$_$8,text,1.0
train,50453$_$8,audio,1.0
train,50453$_$8,vision,1.0
train,51224$_$1,text,1.0
train,51224$_$1,audio,1.0
train,51224$_$1,vision,0.875
train,51224$_$9,text,1.0
train,51224$_$9,audio,1.0
train,51224$_$9,vision,1.0
train,52068$_$21,text,1.0
train,52068$_$21,audio,1.0
train,52068$_$21,vision,1.0
train,52068$_$2,text,1.0
train,52068$_$2,audio,1.0
train,52068$_$2,vision,1.0
train,52839$_$11,text,1.0
train,52839$_$11,audio,1.0
train,52839$_$11,vision,1.0
train,52839$_$13,text,1.0
train,52839$_$13,audio,1.0
train,52839$_$13,vision,1.0
train,52839$_$12,text,1.0
train,52839$_$12,audio,1.0
train,52839$_$12,vision,1.0
train,52839$_$0,text,1.0
train,52839$_$0,audio,1.0
train,52839$_$0,vision,1.0
train,52839$_$7,text,1.0
train,52839$_$7,audio,1.0
train,52839$_$7,vision,1.0
train,53742$_$1,text,1.0
train,53742$_$1,audio,1.0
train,53742$_$1,vision,1.0
train,53742$_$2,text,1.0
train,53742$_$2,audio,1.0
train,53742$_$2,vision,1.0
train,53742$_$5,text,1.0
train,53742$_$5,audio,1.0
train,53742$_$5,vision,1.0
train,55156$_$2,text,1.0
train,55156$_$2,audio,1.0
train,55156$_$2,vision,1.0
train,55156$_$8,text,1.0
train,55156$_$8,audio,1.0
train,55156$_$8,vision,0.8333333333333334
train,56006$_$4,text,1.0
train,56006$_$4,audio,1.0
train,56006$_$4,vision,1.0
train,56276$_$11,text,1.0
train,56276$_$11,audio,1.0
train,56276$_$11,vision,1.0
train,56276$_$15,text,1.0
train,56276$_$15,audio,1.0
train,56276$_$15,vision,1.0
train,56276$_$1,text,1.0
train,56276$_$1,audio,1.0
train,56276$_$1,vision,1.0
train,56276$_$4,text,1.0
train,56276$_$4,audio,1.0
train,56276$_$4,vision,1.0
train,56276$_$7,text,1.0
train,56276$_$7,audio,1.0
train,56276$_$7,vision,0.9032258064516129
train,57618$_$1,text,1.0
train,57618$_$1,audio,1.0
train,57618$_$1,vision,1.0
train,57618$_$3,text,1.0
train,57618$_$3,audio,1.0
train,57618$_$3,vision,1.0
train,59333$_$10,text,1.0
train,59333$_$10,audio,1.0
train,59333$_$10,vision,1.0
train,59333$_$19,text,1.0
train,59333$_$19,audio,1.0
train,59333$_$19,vision,1.0
train,59333$_$7,text,1.0
train,59333$_$7,audio,1.0
train,59333$_$7,vision,0.4166666666666667
train,59333$_$9,text,1.0
train,59333$_$9,audio,1.0
train,59333$_$9,vision,1.0
train,5Fs_7A_V2kA$_$9,text,1.0
train,5Fs_7A_V2kA$_$9,audio,1.0
train,5Fs_7A_V2kA$_$9,vision,1.0
train,5JMpMKAO-Mk$_$5,text,1.0
train,5JMpMKAO-Mk$_$5,audio,1.0
train,5JMpMKAO-Mk$_$5,vision,1.0
train,5R5fDxZUL8M$_$2,text,1.0
train,5R5fDxZUL8M$_$2,audio,1.0
train,5R5fDxZUL8M$_$2,vision,1.0
train,5R5fDxZUL8M$_$5,text,1.0
train,5R5fDxZUL8M$_$5,audio,1.0
train,5R5fDxZUL8M$_$5,vision,1.0
train,5Tqu1IXJjGY$_$7,text,1.0
train,5Tqu1IXJjGY$_$7,audio,1.0
train,5Tqu1IXJjGY$_$7,vision,1.0
train,5XX0csik6VQ$_$0,text,1.0
train,5XX0csik6VQ$_$0,audio,1.0
train,5XX0csik6VQ$_$0,vision,1.0
train,5YnYGjrhzF4$_$0,text,1.0
train,5YnYGjrhzF4$_$0,audio,1.0
train,5YnYGjrhzF4$_$0,vision,1.0
train,5YnYGjrhzF4$_$8,text,1.0
train,5YnYGjrhzF4$_$8,audio,1.0
train,5YnYGjrhzF4$_$8,vision,1.0
train,5eA5HpyFsIk$_$0,text,1.0
train,5eA5HpyFsIk$_$0,audio,1.0
train,5eA5HpyFsIk$_$0,vision,1.0
train,5oEuiBPUTYc$_$6,text,1.0
train,5oEuiBPUTYc$_$6,audio,1.0
train,5oEuiBPUTYc$_$6,vision,0.9411764705882353
train,5qQs9Cfydo4$_$9,text,1.0
train,5qQs9Cfydo4$_$9,audio,1.0
train,5qQs9Cfydo4$_$9,vision,1.0
train,5qxZFmIaynE$_$24,text,1.0
train,5qxZFmIaynE$_$24,audio,1.0
train,5qxZFmIaynE$_$24,vision,0.0
train,5qxZFmIaynE$_$15,text,1.0
train,5qxZFmIaynE$_$15,audio,1.0
train,5qxZFmIaynE$_$15,vision,0.7142857142857143
train,5qxZFmIaynE$_$17,text,1.0
train,5qxZFmIaynE$_$17,audio,1.0
train,5qxZFmIaynE$_$17,vision,0.0
train,5qxZFmIaynE$_$28,text,1.0
train,5qxZFmIaynE$_$28,audio,1.0
train,5qxZFmIaynE$_$28,vision,0.7222222222222222
train,5qxZFmIaynE$_$7,text,1.0
train,5qxZFmIaynE$_$7,audio,1.0
train,5qxZFmIaynE$_$7,vision,0.0
train,5qxZFmIaynE$_$9,text,1.0
train,5qxZFmIaynE$_$9,audio,1.0
train,5qxZFmIaynE$_$9,vision,0.0
train,5tV5rZZJDCE$_$7,text,1.0
train,5tV5rZZJDCE$_$7,audio,1.0
train,5tV5rZZJDCE$_$7,vision,1.0
train,5wpCKY2U1NE$_$10,text,1.0
train,5wpCKY2U1NE$_$10,audio,1.0
train,5wpCKY2U1NE$_$10,vision,1.0
train,5wpCKY2U1NE$_$5,text,1.0
train,5wpCKY2U1NE$_$5,audio,1.0
train,5wpCKY2U1NE$_$5,vision,1.0
train,60037$_$16,text,1.0
train,60037$_$16,audio,1.0
train,60037$_$16,vision,1.0
train,60037$_$1,text,1.0
train,60037$_$1,audio,1.0
train,60037$_$1,vision,1.0
train,65kkuNV921k$_$15,text,1.0
train,65kkuNV921k$_$15,audio,1.0
train,65kkuNV921k$_$15,vision,1.0
train,65kkuNV921k$_$22,text,1.0
train,65kkuNV921k$_$22,audio,1.0
train,65kkuNV921k$_$22,vision,1.0
train,65kkuNV921k$_$30,text,1.0
train,65kkuNV921k$_$30,audio,1.0
train,65kkuNV921k$_$30,vision,1.0
train,65kkuNV921k$_$26,text,1.0
train,65kkuNV921k$_$26,audio,1.0
train,65kkuNV921k$_$26,vision,1.0
train,65kkuNV921k$_$34,text,1.0
train,65kkuNV921k$_$34,audio,1.0
train,65kkuNV921k$_$34,vision,1.0
train,65kkuNV921k$_$3,text,1.0
train,65kkuNV921k$_$3,audio,1.0
train,65kkuNV921k$_$3,vision,1.0
train,65kkuNV921k$_$5,text,1.0
train,65kkuNV921k$_$5,audio,1.0
train,65kkuNV921k$_$5,vision,1.0
train,65kkuNV921k$_$7,text,1.0
train,65kkuNV921k$_$7,audio,1.0
train,65kkuNV921k$_$7,vision,1.0
train,65kkuNV921k$_$6,text,1.0
train,65kkuNV921k$_$6,audio,1.0
train,65kkuNV921k$_$6,vision,1.0
train,69707$_$2,text,1.0
train,69707$_$2,audio,1.0
train,69707$_$2,vision,1.0
train,6G8JJ69aN6o$_$4,text,1.0
train,6G8JJ69aN6o$_$4,audio,1.0
train,6G8JJ69aN6o$_$4,vision,1.0
train,6IUj6jyoTl0$_$0,text,1.0
train,6IUj6jyoTl0$_$0,audio,1.0
train,6IUj6jyoTl0$_$0,vision,0.045454545454545456
train,6J_yzh1LNAE$_$0,text,1.0
train,6J_yzh1LNAE$_$0,audio,1.0
train,6J_yzh1LNAE$_$0,vision,1.0
train,6MYUY5tC2Us$_$0,text,1.0
train,6MYUY5tC2Us$_$0,audio,1.0
train,6MYUY5tC2Us$_$0,vision,0.36363636363636365
train,6MYUY5tC2Us$_$2,text,1.0
train,6MYUY5tC2Us$_$2,audio,1.0
train,6MYUY5tC2Us$_$2,vision,1.0
train,6MloL1gIccs$_$4,text,1.0
train,6MloL1gIccs$_$4,audio,1.0
train,6MloL1gIccs$_$4,vision,1.0
train,6PLlauWxF5E$_$0,text,1.0
train,6PLlauWxF5E$_$0,audio,1.0
train,6PLlauWxF5E$_$0,vision,1.0
train,6PLlauWxF5E$_$2,text,1.0
train,6PLlauWxF5E$_$2,audio,1.0
train,6PLlauWxF5E$_$2,vision,1.0
train,6T1GHj7qwYs$_$5,text,1.0
train,6T1GHj7qwYs$_$5,audio,1.0
train,6T1GHj7qwYs$_$5,vision,1.0
train,6TDXQtGUNEs$_$11,text,1.0
