sample_id,true_intensity,predicted_intensity,residual,absolute_error,true_class
MjaaudUc5-4$_$6,0.6666667,-0.44517758,-1.1118443,1.1118443,2
MoQmPA7Q07Q$_$1,1.3333334,0.41691804,-0.91641533,0.91641533,2
MoQmPA7Q07Q$_$2,1.6666666,0.87346107,-0.79320556,0.79320556,2
N1X63d_jgmw$_$5,0.33333334,0.13091448,-0.20241886,0.20241886,2
N5xfBtD6rLY$_$7,0.6666667,0.6329823,-0.033684373,0.033684373,2
NoZsdSGnNpI$_$7,0.0,0.09447619,0.09447619,0.09447619,1
Nrurc5sMUOE$_$5,-0.33333334,-0.32813329,0.005200058,0.005200058,0
Nrurc5sMUOE$_$7,0.0,-0.48919845,-0.48919845,0.48919845,1
Nrurc5sMUOE$_$8,0.0,-0.44801474,-0.44801474,0.44801474,1
NzvNW7vP-Co$_$5,1.3333334,0.5264415,-0.80689186,0.80689186,2
NzvNW7vP-Co$_$4,0.0,-0.63911647,-0.63911647,0.63911647,1
NzvNW7vP-Co$_$7,0.0,-0.2734045,-0.2734045,0.2734045,1
OLP0nCKwU6k$_$6,-0.6666667,-0.4071846,0.2594821,0.2594821,0
OrYBtyO0aPI$_$1,0.6666667,0.19792564,-0.46874106,0.46874106,2
OrYBtyO0aPI$_$4,1.0,0.30901623,-0.6909838,0.6909838,2
PboaYD5hlG8$_$10,1.0,0.6246956,-0.3753044,0.3753044,2
PboaYD5hlG8$_$3,1.3333334,-0.063495964,-1.3968294,1.3968294,2
PboaYD5hlG8$_$2,-0.6666667,0.71674985,1.3834165,1.3834165,0
PboaYD5hlG8$_$7,0.0,0.29544535,0.29544535,0.29544535,1
PboaYD5hlG8$_$9,0.0,0.022041738,0.022041738,0.022041738,1
PboaYD5hlG8$_$8,-1.3333334,0.107149385,1.4404827,1.4404827,0
Pt-D0LUHDSc$_$2,0.33333334,1.0537161,0.7203827,0.7203827,2
PwapK9d8IGk$_$4,0.0,0.0049310517,0.0049310517,0.0049310517,1
PyQrAYl1bFs$_$0,1.0,1.1355653,0.13556528,0.13556528,2
PyQrAYl1bFs$_$3,2.0,0.5871288,-1.4128711,1.4128711,2
PyQrAYl1bFs$_$4,0.16666667,0.09230718,-0.07435949,0.07435949,2
Q4WzApjaCNI$_$0,0.6666667,0.3918523,-0.2748144,0.2748144,2
Q7S0tX4FUNA$_$4,0.6666667,0.54865146,-0.11801523,0.11801523,2
Q7S0tX4FUNA$_$7,0.6666667,0.744075,0.077408314,0.077408314,2
Q7S0tX4FUNA$_$8,-0.6666667,0.43607315,1.1027398,1.1027398,0
Qa6Yz62V-Yc$_$0,0.6666667,0.5431726,-0.12349409,0.12349409,2
QjcQx8_PQfw$_$10,1.0,0.7136077,-0.28639227,0.28639227,2
QjcQx8_PQfw$_$7,-0.33333334,0.050104916,0.38343826,0.38343826,0
QpchvHpGFc8$_$3,0.6666667,-0.43769026,-1.104357,1.104357,2
RArhIHk4Qs4$_$13,0.33333334,-0.29668024,-0.6300136,0.6300136,2
RArhIHk4Qs4$_$17,0.0,-0.5883491,-0.5883491,0.5883491,1
RArhIHk4Qs4$_$16,0.33333334,-0.015628198,-0.34896153,0.34896153,2
RArhIHk4Qs4$_$19,0.33333334,-0.011113475,-0.3444468,0.3444468,2
RArhIHk4Qs4$_$1,0.0,0.25377104,0.25377104,0.25377104,1
RArhIHk4Qs4$_$2,0.33333334,0.28775483,-0.04557851,0.04557851,2
RArhIHk4Qs4$_$7,0.33333334,0.31873903,-0.0145943165,0.0145943165,2
RArhIHk4Qs4$_$6,0.33333334,-0.14875348,-0.48208684,0.48208684,2
RArhIHk4Qs4$_$8,0.0,-0.39017868,-0.39017868,0.39017868,1
RArhIHk4Qs4$_$21,0.0,0.62258273,0.62258273,0.62258273,1
ROcTx5VEn7o$_$11,0.0,0.34104815,0.34104815,0.34104815,1
ROcTx5VEn7o$_$1,0.33333334,0.43174744,0.09841409,0.09841409,2
ROcTx5VEn7o$_$5,-0.33333334,-0.29410014,0.039233208,0.039233208,0
ROcTx5VEn7o$_$9,0.0,0.3483112,0.3483112,0.3483112,1
RrGpzInAwCg$_$0,0.6666667,0.9673414,0.30067474,0.30067474,2
RzOFxDk26p0$_$1,1.3333334,1.0103251,-0.3230083,0.3230083,2
RzOFxDk26p0$_$0,1.3333334,0.7861641,-0.54716927,0.54716927,2
SHa756SwGJQ$_$0,0.33333334,0.44650778,0.11317444,0.11317444,2
SHa756SwGJQ$_$2,0.0,0.314488,0.314488,0.314488,1
SHa756SwGJQ$_$4,-1.0,0.31843236,1.3184323,1.3184323,0
SHa756SwGJQ$_$7,0.33333334,-0.52578807,-0.85912144,0.85912144,2
SHa756SwGJQ$_$6,0.0,0.110256545,0.110256545,0.110256545,1
TH32jop4FiI$_$15,0.33333334,-0.2103299,-0.54366326,0.54366326,2
TH32jop4FiI$_$17,1.0,0.43140897,-0.568591,0.568591,2
TWszOxkOV0w$_$1,-2.3333333,0.37645915,2.7097924,2.7097924,0
TXCXFYIc3Yo$_$16,2.0,0.09460693,-1.9053931,1.9053931,2
TXCXFYIc3Yo$_$2,0.6666667,0.3413233,-0.3253434,0.3253434,2
TXCXFYIc3Yo$_$7,1.3333334,-0.3299124,-1.6632458,1.6632458,2
TXCXFYIc3Yo$_$6,1.3333334,-0.9302912,-2.2636247,2.2636247,2
TYJzg5IJN8o$_$11,-0.33333334,0.15576622,0.48909956,0.48909956,0
TYJzg5IJN8o$_$10,-0.33333334,0.33517912,0.66851246,0.66851246,0
TYJzg5IJN8o$_$14,1.0,0.8538308,-0.14616919,0.14616919,2
TYJzg5IJN8o$_$0,1.3333334,1.0537695,-0.2795639,0.2795639,2
TYJzg5IJN8o$_$4,0.33333334,0.8170435,0.48371014,0.48371014,2
TYJzg5IJN8o$_$7,0.0,0.20498963,0.20498963,0.20498963,1
Uc_6d-fkZEc$_$3,0.0,1.0402576,1.0402576,1.0402576,1
UlTJmndbGHM$_$1,1.6666666,0.977211,-0.6894556,0.6894556,2
UlTJmndbGHM$_$4,-1.0,-0.24931848,0.7506815,0.7506815,0
VbV9S4svrTg$_$13,0.0,0.8450063,0.8450063,0.8450063,1
VbV9S4svrTg$_$3,1.3333334,0.23784848,-1.0954849,1.0954849,2
VbV9S4svrTg$_$7,1.0,0.89330584,-0.10669416,0.10669416,2
VbV9S4svrTg$_$8,0.6666667,0.57980114,-0.086865544,0.086865544,2
VinxKpWioTo$_$1,1.0,1.2199675,0.21996748,0.21996748,2
VinxKpWioTo$_$0,0.0,0.9674284,0.9674284,0.9674284,1
VinxKpWioTo$_$3,0.33333334,0.6607501,0.32741675,0.32741675,2
VinxKpWioTo$_$5,0.6666667,1.1293306,0.46266395,0.46266395,2
ViyQVpGW05w$_$1,1.6666666,0.99910545,-0.6675612,0.6675612,2
ViyQVpGW05w$_$4,0.0,0.27898157,0.27898157,0.27898157,1
ViyQVpGW05w$_$6,-0.33333334,0.2778013,0.61113465,0.61113465,0
Vuay0mVKkik$_$3,-2.0,0.43933988,2.4393399,2.4393399,0
WmQF5RmbsVQ$_$6,0.0,0.5316605,0.5316605,0.5316605,1
Wrcf2xtqbkQ$_$9,0.0,-0.085173,-0.085173,0.085173,1
Wrcf2xtqbkQ$_$8,-0.33333334,0.050024997,0.38335833,0.38335833,0
WxajvjGKz7Y$_$0,0.6666667,0.54549366,-0.121173024,0.121173024,2
WxajvjGKz7Y$_$3,0.0,0.06311621,0.06311621,0.06311621,1
WxajvjGKz7Y$_$6,0.0,0.32588372,0.32588372,0.32588372,1
XIGpuL-Kkyk$_$12,2.0,0.27367282,-1.7263272,1.7263272,2
XIGpuL-Kkyk$_$0,0.0,0.6441055,0.6441055,0.6441055,1
XIGpuL-Kkyk$_$4,1.0,1.2035108,0.20351076,0.20351076,2
XIGpuL-Kkyk$_$7,0.0,0.6289694,0.6289694,0.6289694,1
XaVYxIW0FDg$_$2,0.33333334,0.24861349,-0.08471985,0.08471985,2
XyP8bVmGX6M$_$4,0.6666667,1.1593951,0.4927284,0.4927284,2
XzVapdEr_GY$_$3,1.3333334,0.58254224,-0.75079113,0.75079113,2
XzVapdEr_GY$_$4,2.3333333,1.0365547,-1.2967786,1.2967786,2
Y7h-S3cJ52o$_$0,0.0,0.58593524,0.58593524,0.58593524,1
Y7qkyMyanjU$_$2,0.0,0.23619938,0.23619938,0.23619938,1
Y7qkyMyanjU$_$4,0.6666667,0.69322413,0.026557446,0.026557446,2
YbuG8xyUO-o$_$3,0.0,0.34524974,0.34524974,0.34524974,1
YbuG8xyUO-o$_$2,0.6666667,0.62336475,-0.04330194,0.04330194,2
Z7L3V5bwzI0$_$2,2.3333333,0.6930477,-1.6402855,1.6402855,2
ZaoFHcbRM9g$_$3,1.6666666,-0.07590049,-1.7425671,1.7425671,2
ZaoFHcbRM9g$_$2,0.0,-0.6047924,-0.6047924,0.6047924,1
ZaoFHcbRM9g$_$5,0.33333334,0.33745894,0.004125595,0.004125595,2
ZaoFHcbRM9g$_$9,-1.3333334,0.11299527,1.4463286,1.4463286,0
ZaoFHcbRM9g$_$8,-1.0,-0.53905773,0.46094227,0.46094227,0
Zvisaa77Cng$_$1,-0.6666667,0.21838398,0.88505065,0.88505065,0
Zvisaa77Cng$_$5,0.6666667,-0.2997321,-0.9663988,0.9663988,2
_7HVhnSYX1Y$_$26,0.0,0.9223282,0.9223282,0.9223282,1
_7HVhnSYX1Y$_$12,0.0,0.8391512,0.8391512,0.8391512,1
_7HVhnSYX1Y$_$14,0.33333334,0.4434987,0.11016536,0.11016536,2
_7HVhnSYX1Y$_$19,0.6666667,0.112903714,-0.553763,0.553763,2
_7HVhnSYX1Y$_$31,0.6666667,0.8517658,0.18509912,0.18509912,2
_7HVhnSYX1Y$_$3,0.6666667,0.4177064,-0.24896029,0.24896029,2
_BvNNdEkhZA$_$14,-0.6666667,0.19782835,0.86449504,0.86449504,0
_BvNNdEkhZA$_$19,0.6666667,0.28460315,-0.38206354,0.38206354,2
_BvNNdEkhZA$_$7,1.0,0.32696053,-0.67303944,0.67303944,2
_BvNNdEkhZA$_$6,0.0,0.12769048,0.12769048,0.12769048,1
_BvNNdEkhZA$_$9,0.33333334,0.20073666,-0.13259669,0.13259669,2
_aZDaIfGfPo$_$1,0.6666667,0.7297594,0.06309271,0.06309271,2
_aZDaIfGfPo$_$0,1.3333334,1.1855885,-0.1477449,0.1477449,2
_gr7o5ynhnw$_$13,0.33333334,0.6053921,0.27205876,0.27205876,2
_gr7o5ynhnw$_$12,0.6666667,0.7808264,0.1141597,0.1141597,2
_gr7o5ynhnw$_$15,1.6666666,0.78767735,-0.8789893,0.8789893,2
_gzYkdjNvPc$_$12,1.3333334,0.40916106,-0.9241723,0.9241723,2
_gzYkdjNvPc$_$17,-1.3333334,-0.74350196,0.5898314,0.5898314,0
_gzYkdjNvPc$_$1,-0.33333334,0.25243562,0.58576894,0.58576894,0
_gzYkdjNvPc$_$3,0.0,0.21869683,0.21869683,0.21869683,1
_gzYkdjNvPc$_$2,-0.6666667,-0.0005437334,0.666123,0.666123,0
_gzYkdjNvPc$_$5,0.6666667,0.14263073,-0.52403593,0.52403593,2
_gzYkdjNvPc$_$4,0.0,0.26531088,0.26531088,0.26531088,1
_gzYkdjNvPc$_$6,-0.33333334,-0.45834708,-0.12501374,0.12501374,0
_gzYkdjNvPc$_$9,0.33333334,-0.20523293,-0.5385663,0.5385663,2
a-WihYDk6vc$_$8,0.6666667,0.83638495,0.16971827,0.16971827,2
a-WihYDk6vc$_$0,0.33333334,0.6413311,0.30799773,0.30799773,2
aFhc2ddipoM$_$14,1.0,0.678135,-0.32186502,0.32186502,2
aK5tRCXjUvU$_$0,2.0,0.9273801,-1.0726199,1.0726199,2
b-FX9NOVQOM$_$1,-1.0,0.028568938,1.028569,1.028569,0
b-FX9NOVQOM$_$4,-1.3333334,-0.21903174,1.1143017,1.1143017,0
b1LEcg6z66g$_$0,-0.6666667,0.6013958,1.2680625,1.2680625,0
b1LEcg6z66g$_$4,0.6666667,0.41647992,-0.25018677,0.25018677,2
b1LEcg6z66g$_$8,-1.0,0.015272632,1.0152726,1.0152726,0
bAkUEnPoucg$_$3,1.6666666,0.42221245,-1.2444541,1.2444541,2
bNQkb4K5DX0$_$3,0.33333334,-0.15278459,-0.48611793,0.48611793,2
bNQkb4K5DX0$_$7,2.3333333,0.9657264,-1.3676069,1.3676069,2
bWunvAd96zI$_$1,-0.33333334,0.18768112,0.52101445,0.52101445,0
bWunvAd96zI$_$2,0.33333334,-0.20515426,-0.5384876,0.5384876,2
bWunvAd96zI$_$5,0.0,0.043391626,0.043391626,0.043391626,1
bWunvAd96zI$_$4,0.0,0.62402564,0.62402564,0.62402564,1
bj9e8w4vNxo$_$12,0.0,-0.031160431,-0.031160431,0.031160431,1
bpvYdXVlgvc$_$1,0.0,0.24567378,0.24567378,0.24567378,1
bpvYdXVlgvc$_$3,-1.3333334,-0.14079785,1.1925355,1.1925355,0
bpvYdXVlgvc$_$4,-1.6666666,-0.84467506,0.82199156,0.82199156,0
bpvYdXVlgvc$_$6,-2.0,-0.583172,1.4168279,1.4168279,0
c1a1y9ytHH0$_$0,0.33333334,0.3071191,-0.026214242,0.026214242,2
c1a1y9ytHH0$_$3,0.0,0.25374374,0.25374374,0.25374374,1
c1a1y9ytHH0$_$7,0.0,0.7281607,0.7281607,0.7281607,1
c5cB7AfVgcE$_$12,1.3333334,0.2899348,-1.0433986,1.0433986,2
c5cB7AfVgcE$_$5,-0.6666667,-0.120304346,0.54636234,0.54636234,0
d8BR6hsvzoY$_$1,0.6666667,0.11474315,-0.5519235,0.5519235,2
d8BR6hsvzoY$_$0,0.0,0.5149015,0.5149015,0.5149015,1
d8BR6hsvzoY$_$2,0.0,0.2868577,0.2868577,0.2868577,1
d8BR6hsvzoY$_$5,0.0,0.23263216,0.23263216,0.23263216,1
d8BR6hsvzoY$_$6,0.33333334,0.18911366,-0.14421968,0.14421968,2
d8BR6hsvzoY$_$9,0.0,0.30306855,0.30306855,0.30306855,1
d8BR6hsvzoY$_$8,0.33333334,-0.21531798,-0.54865134,0.54865134,2
dBWvtPeHpWM$_$4,0.6666667,0.53099626,-0.13567042,0.13567042,2
dEDbm2ubVRQ$_$0,-0.33333334,0.2059772,0.5393106,0.5393106,0
dEDbm2ubVRQ$_$3,0.33333334,0.31785154,-0.0154818,0.0154818,2
dEDbm2ubVRQ$_$8,0.33333334,0.7069773,0.37364396,0.37364396,2
dt641WxonBI$_$1,0.33333334,0.7856553,0.45232198,0.45232198,2
dt641WxonBI$_$3,0.6666667,0.37533355,-0.29133314,0.29133314,2
eOiC1kb17P4$_$0,1.3333334,-0.025891244,-1.3592246,1.3592246,2
erNDEjQeox8$_$12,2.0,0.014162131,-1.9858378,1.9858378,2
ewBrNsyY82Q$_$4,0.0,0.37055853,0.37055853,0.37055853,1
fWOIAxzBQFY$_$12,0.0,0.8538205,0.8538205,0.8538205,1
fWOIAxzBQFY$_$5,1.3333334,0.7859163,-0.54741704,0.54741704,2
fWOIAxzBQFY$_$7,0.0,0.6819449,0.6819449,0.6819449,1
f_ZJ7L14oYQ$_$11,1.3333334,0.30706236,-1.026271,1.026271,2
f_ZJ7L14oYQ$_$27,1.6666666,-0.91304284,-2.5797095,2.5797095,2
f_ZJ7L14oYQ$_$21,2.0,-0.624528,-2.624528,2.624528,2
f_ZJ7L14oYQ$_$17,-0.6666667,-0.06370569,0.602961,0.602961,0
f_ZJ7L14oYQ$_$9,0.0,-0.13222302,-0.13222302,0.13222302,1
f_ZJ7L14oYQ$_$8,0.6666667,0.029688248,-0.63697845,0.63697845,2
ffrJ91swyq0$_$1,0.6666667,0.5100041,-0.15666258,0.15666258,2
g8Cl74tS3oY$_$2,-0.6666667,-0.7263734,-0.059706688,0.059706688,0
g8Cl74tS3oY$_$6,0.6666667,0.44780818,-0.21885851,0.21885851,2
gR4gM_WXesQ$_$10,0.33333334,0.23665707,-0.096676275,0.096676275,2
gR4gM_WXesQ$_$26,0.0,0.022602104,0.022602104,0.022602104,1
gR4gM_WXesQ$_$20,-1.3333334,-0.06979983,1.2635336,1.2635336,0
gR4gM_WXesQ$_$24,-0.33333334,-0.056646332,0.27668703,0.27668703,0
gR4gM_WXesQ$_$18,0.6666667,-0.36892128,-1.035588,1.035588,2
gR4gM_WXesQ$_$3,0.33333334,0.012430295,-0.32090306,0.32090306,2
gR4gM_WXesQ$_$4,1.6666666,0.85122365,-0.815443,0.815443,2
gR4gM_WXesQ$_$8,0.6666667,0.23552428,-0.4311424,0.4311424,2
gVqs4TzqySw$_$1,0.33333334,0.25948685,-0.07384649,0.07384649,2
gVqs4TzqySw$_$3,0.0,0.43230155,0.43230155,0.43230155,1
gVqs4TzqySw$_$2,0.0,0.3543172,0.3543172,0.3543172,1
gVqs4TzqySw$_$4,0.0,0.014556304,0.014556304,0.014556304,1
goMtnNHQ_z4$_$1,0.0,0.3363224,0.3363224,0.3363224,1
goMtnNHQ_z4$_$2,1.6666666,1.2018232,-0.4648434,0.4648434,2
goMtnNHQ_z4$_$13,1.0,0.9548249,-0.045175076,0.045175076,2
goMtnNHQ_z4$_$12,-0.33333334,0.89852,1.2318534,1.2318534,0
hqzF4IDaIYE$_$0,-1.3333334,0.0028261046,1.3361595,1.3361595,0
hqzF4IDaIYE$_$3,1.0,0.29970464,-0.7002953,0.7002953,2
hqzF4IDaIYE$_$2,0.6666667,0.41703168,-0.24963501,0.24963501,2
hqzF4IDaIYE$_$4,0.33333334,-0.02700057,-0.36033392,0.36033392,2
hqzF4IDaIYE$_$6,-0.6666667,0.14689554,0.8135622,0.8135622,0
hvfaYsv7p8E$_$0,-0.6666667,-0.36495247,0.3017142,0.3017142,0
iUXqlrui25c$_$10,-0.6666667,0.40125346,1.0679202,1.0679202,0
iUXqlrui25c$_$21,-0.6666667,0.16225229,0.828919,0.828919,0
iUXqlrui25c$_$23,0.0,-0.06150436,-0.06150436,0.06150436,1
icbUzboLcDQ$_$0,-0.6666667,0.74484116,1.4115078,1.4115078,0
ioupaiAuRr0$_$5,0.0,0.27009,0.27009,0.27009,1
ioupaiAuRr0$_$4,0.0,-0.22913347,-0.22913347,0.22913347,1
jICmfLeFymA$_$16,1.6666666,1.1551241,-0.51154256,0.51154256,2
jPrEKz1rAno$_$11,0.6666667,0.48616943,-0.18049726,0.18049726,2
jPrEKz1rAno$_$7,0.0,0.06933915,0.06933915,0.06933915,1
jPrEKz1rAno$_$6,0.33333334,-0.05367135,-0.3870047,0.3870047,2
k5ZOshC2LP4$_$1,-1.3333334,0.2953042,1.6286376,1.6286376,0
kbGhEJ4W44o$_$0,1.3333334,0.5168786,-0.81645477,0.81645477,2
kfsO4c0Ekes$_$7,0.6666667,0.6988571,0.032190442,0.032190442,2
kvUb78Rdzdc$_$3,1.0,0.38001695,-0.6199831,0.6199831,2
lO87-4Kf0cQ$_$2,0.0,0.1650257,0.1650257,0.1650257,1
lO87-4Kf0cQ$_$5,0.33333334,0.05435759,-0.27897575,0.27897575,2
lWf5hHRHIDs$_$11,1.0,0.9151899,-0.08481008,0.08481008,2
lawHYX5eB20$_$1,-1.0,-0.21541367,0.7845863,0.7845863,0
lawHYX5eB20$_$2,0.6666667,0.5107166,-0.15595007,0.15595007,2
mHGaQ_nv9UY$_$13,1.3333334,-0.33875212,-1.6720855,1.6720855,2
mHGaQ_nv9UY$_$14,-0.33333334,-0.014294848,0.3190385,0.3190385,0
mHGaQ_nv9UY$_$17,0.0,0.31584588,0.31584588,0.31584588,1
mHGaQ_nv9UY$_$22,-0.33333334,-1.1246463,-0.79131293,0.79131293,0
mHGaQ_nv9UY$_$5,0.0,0.25401497,0.25401497,0.25401497,1
mHGaQ_nv9UY$_$4,-1.6666666,0.17655902,1.8432256,1.8432256,0
mLW-jn67gRE$_$20,1.3333334,0.7867932,-0.5465402,0.5465402,2
mLW-jn67gRE$_$17,0.6666667,0.7570035,0.0903368,0.0903368,2
mLW-jn67gRE$_$1,-0.6666667,-0.18954806,0.4771186,0.4771186,0
mLW-jn67gRE$_$3,0.0,0.16353908,0.16353908,0.16353908,1
mLW-jn67gRE$_$5,0.0,0.53973365,0.53973365,0.53973365,1
mLW-jn67gRE$_$6,-0.33333334,-0.24071789,0.092615455,0.092615455,0
mLW-jn67gRE$_$9,0.0,0.12512426,0.12512426,0.12512426,1
mjpCK2Edsv8$_$0,2.0,0.68723696,-1.312763,1.312763,2
nUZYqTRSGDw$_$4,-0.6666667,0.42442584,1.0910926,1.0910926,0
nyzIL6YAonY$_$5,1.0,0.85834044,-0.14165956,0.14165956,2
nyzIL6YAonY$_$6,1.0,0.8540762,-0.1459238,0.1459238,2
ooAF6I-fmTg$_$3,0.0,-0.8719068,-0.8719068,0.8719068,1
ooAF6I-fmTg$_$5,-0.33333334,-0.11200002,0.22133332,0.22133332,0
ooAF6I-fmTg$_$7,-2.0,-0.36123934,1.6387607,1.6387607,0
pOrk7fl1AYo$_$1,0.0,-0.052184153,-0.052184153,0.052184153,1
pOrk7fl1AYo$_$3,0.33333334,0.21752842,-0.115804926,0.115804926,2
pOrk7fl1AYo$_$2,0.0,-0.583929,-0.583929,0.583929,1
pOrk7fl1AYo$_$4,-0.6666667,0.068382815,0.7350495,0.7350495,0
q9yDL81QppI$_$1,1.0,0.63432133,-0.36567867,0.36567867,2
q9yDL81QppI$_$0,-0.33333334,0.5465258,0.8798591,0.8798591,0
q9yDL81QppI$_$2,0.0,0.58801585,0.58801585,0.58801585,1
qK77ZmbqmOM$_$9,-0.33333334,-0.08855211,0.24478123,0.24478123,0
qK77ZmbqmOM$_$0,-0.33333334,0.23600562,0.569339,0.569339,0
qY1sXq-YCHs$_$8,-0.33333334,-0.059798617,0.27353472,0.27353472,0
qmMSumMloAs$_$1,2.3333333,0.021763667,-2.3115697,2.3115697,2
qmMSumMloAs$_$3,1.0,0.7400057,-0.25999433,0.25999433,2
qmMSumMloAs$_$2,2.6666667,-0.05286212,-2.719529,2.719529,2
r13W4H8ZhqI$_$12,1.0,0.3690394,-0.6309606,0.6309606,2
r13W4H8ZhqI$_$1,0.0,-0.030151935,-0.030151935,0.030151935,1
r13W4H8ZhqI$_$5,1.0,-0.018722447,-1.0187224,1.0187224,2
r13W4H8ZhqI$_$8,0.6666667,0.098681174,-0.56798553,0.56798553,2
r5ijC2W9ddk$_$8,0.33333334,0.76401454,0.4306812,0.4306812,2
r5ijC2W9ddk$_$0,0.0,0.07039875,0.07039875,0.07039875,1
r9tgDqXEcuc$_$4,0.33333334,0.12629174,-0.2070416,0.2070416,2
rf0yDSeVEUA$_$1,1.6666666,1.0452789,-0.6213877,0.6213877,2
rf0yDSeVEUA$_$0,2.3333333,1.3456188,-0.9877144,0.9877144,2
rf0yDSeVEUA$_$3,0.33333334,0.83903915,0.50570583,0.50570583,2
rojyUp4FPSg$_$26,1.0,0.77514166,-0.22485834,0.22485834,2
rojyUp4FPSg$_$20,1.3333334,0.118160725,-1.2151726,1.2151726,2
rojyUp4FPSg$_$21,1.3333334,0.80857605,-0.5247573,0.5247573,2
rojyUp4FPSg$_$23,2.3333333,0.3815854,-1.9517479,1.9517479,2
rojyUp4FPSg$_$5,0.6666667,0.58970934,-0.076957345,0.076957345,2
rojyUp4FPSg$_$7,0.33333334,0.4925566,0.15922326,0.15922326,2
rojyUp4FPSg$_$9,2.0,0.30420822,-1.6957917,1.6957917,2
rojyUp4FPSg$_$10,1.3333334,0.824279,-0.50905436,0.50905436,2
rojyUp4FPSg$_$12,0.6666667,0.31391585,-0.35275084,0.35275084,2
rojyUp4FPSg$_$16,0.6666667,-0.29787102,-0.96453774,0.96453774,2
rojyUp4FPSg$_$18,2.5,0.64053714,-1.8594629,1.8594629,2
rojyUp4FPSg$_$37,1.5,0.85176843,-0.64823157,0.64823157,2
rojyUp4FPSg$_$36,0.6666667,0.6692113,0.0025446415,0.0025446415,2
rojyUp4FPSg$_$34,2.0,0.8086934,-1.1913066,1.1913066,2
rojyUp4FPSg$_$32,0.33333334,0.6686608,0.33532748,0.33532748,2
rwNlqh0k1j4$_$15,-0.6666667,0.4849204,1.1515871,1.1515871,0
rwNlqh0k1j4$_$3,-0.6666667,-0.42417613,0.24249056,0.24249056,0
rwNlqh0k1j4$_$2,0.0,-0.092598,-0.092598,0.092598,1
rwNlqh0k1j4$_$7,-0.33333334,-0.16184841,0.17148493,0.17148493,0
sC16n1k66io$_$2,1.6666666,-0.005406181,-1.6720728,1.6720728,2
sC16n1k66io$_$16,0.33333334,0.0039267913,-0.32940656,0.32940656,2
sPremsknoLM$_$1,-0.33333334,-0.18705137,0.14628197,0.14628197,0
ssqiwP19JhM$_$10,0.0,0.104455315,0.104455315,0.104455315,1
ssqiwP19JhM$_$2,0.33333334,0.82689553,0.4935622,0.4935622,2
szic2IB9HB4$_$5,0.33333334,-0.10718298,-0.44051632,0.44051632,2
tQ-CIfgj-Js$_$3,0.0,0.005290722,0.005290722,0.005290722,1
tXQpm-nKxNA$_$5,1.6666666,1.2280806,-0.438586,0.438586,2
tXQpm-nKxNA$_$7,1.6666666,1.065405,-0.6012616,0.6012616,2
uacdDoBtT1k$_$0,-1.3333334,-0.84706575,0.48626763,0.48626763,0
uacdDoBtT1k$_$6,-0.6666667,-0.75642866,-0.08976197,0.08976197,0
unNY4zIk8MM$_$1,1.6666666,1.0713845,-0.5952821,0.5952821,2
unNY4zIk8MM$_$3,0.6666667,0.27161428,-0.3950524,0.3950524,2
unNY4zIk8MM$_$5,1.0,1.0640788,0.06407881,0.06407881,2
unNY4zIk8MM$_$8,0.0,0.17705433,0.17705433,0.17705433,1
uooIiW6dEyg$_$1,-0.33333334,0.30817786,0.6415112,0.6415112,0
uooIiW6dEyg$_$5,0.0,0.5702161,0.5702161,0.5702161,1
v2Rr-EsJda8$_$0,-0.33333334,0.071035005,0.40436834,0.40436834,0
v2Rr-EsJda8$_$6,0.6666667,0.3275138,-0.33915287,0.33915287,2
v9gjg7TDlTA$_$0,0.33333334,-0.31216875,-0.6455021,0.6455021,2
v9gjg7TDlTA$_$4,-0.6666667,-0.70725197,-0.04058528,0.04058528,0
vHzbn_YW76s$_$3,-1.0,-0.20302796,0.79697204,0.79697204,0
vU0a4F36Ksw$_$13,0.6666667,1.0673417,0.400675,0.400675,2
vU0a4F36Ksw$_$12,0.33333334,1.1403836,0.8070502,0.8070502,2
vU0a4F36Ksw$_$17,1.0,0.45121875,-0.5487813,0.5487813,2
vU0a4F36Ksw$_$0,1.3333334,0.92328095,-0.41005242,0.41005242,2
vU0a4F36Ksw$_$3,1.0,0.58134574,-0.41865426,0.41865426,2
vU0a4F36Ksw$_$5,1.0,0.44540963,-0.55459034,0.55459034,2
vU0a4F36Ksw$_$7,0.6666667,0.28412506,-0.38254163,0.38254163,2
vU0a4F36Ksw$_$20,1.6666666,0.39472857,-1.2719381,1.2719381,2
vbr3EA8cJTI$_$0,1.3333334,1.1190678,-0.21426558,0.21426558,2
vbr3EA8cJTI$_$2,1.6666666,0.7326977,-0.9339689,0.9339689,2
vbr3EA8cJTI$_$7,0.0,0.38707456,0.38707456,0.38707456,1
vbr3EA8cJTI$_$6,1.0,1.1540781,0.15407813,0.15407813,2
wF8980oGklk$_$24,0.6666667,0.12557457,-0.5410921,0.5410921,2
wF8980oGklk$_$25,1.6666666,0.102603436,-1.5640632,1.5640632,2
wF8980oGklk$_$1,0.0,0.76736665,0.76736665,0.76736665,1
wF8980oGklk$_$0,0.0,0.7039067,0.7039067,0.7039067,1
wF8980oGklk$_$3,-0.33333334,0.16470166,0.498035,0.498035,0
wF8980oGklk$_$2,-0.33333334,-0.67596,-0.34262666,0.34262666,0
wF8980oGklk$_$6,0.0,0.08881789,0.08881789,0.08881789,1
